Year	Country	Bending	Reuse	Variance	Covariance	Exports	Imports	Consumption	Max Flow Reuse	Min Flow Reuse	Leontief Reuse
2011	MLT	0.644140625	0.4700994327390359	1.2268021633976383E-5	-4.8016012174171923E-4	5513.315560999998	6200.802788000001	9070.51505	0.6550927718610229	0.21097126150875137	0.3948526089641405
2011	NLD	0.7239257812500002	0.472924630122714	4.974047766390279E-6	8.456898676335699E-4	537108.2064489999	446994.9713989999	724100.056464	0.5983121911255209	0.25280948679545673	0.3924354031057872
2011	POL	0.7652343750000002	0.47593794423440955	5.090623942155272E-6	9.575336581477201E-4	226830.705231	223457.41947700013	483953.939283	0.6749778531926715	0.07402384725163422	0.34321957543420134
2011	PRT	0.6941406250000001	0.3872096297862706	2.394408225807849E-5	-0.002406990013301387	57468.404322000024	78516.70143900003	244026.63016	0.755589340408692	0.010062929166429053	0.27894515930963965
2011	ROU	0.4965820312499999	0.30643021420256683	2.8302869214300117E-6	2.6774321191004585E-4	54125.958308999994	65697.23712599996	191317.557799	0.7032083513183935	0.01636169735682502	0.23907938076472068
2011	RUS	0.0	0.065473613667817	1.2776357514333756E-5	-0.03264495073392859	485518.2353310001	362247.96817600034	1578578.256015	0.2790055262345587	2.3977538505339377E-16	0.06193056882467823
2011	RoW	0.447265625	0.23878211356199988	1.6951159737292032E-5	-8.428677808945756E-4	3197176.05275	3484382.564398002	1.0981165869992001E7	0.6571871639163365	0.01762034507094022	0.2100005978570998
2011	SVK	0.7738281250000001	0.5180872887562035	1.7171781035307497E-6	-0.0011834987924436472	62821.76302100003	60670.237719	92326.824662	0.6425684986348766	0.2660019588500557	0.41957341219337035
2011	SVN	0.7051757812500001	0.43619132402607774	3.1553771891296723E-6	5.252089605507345E-4	25313.641226	25272.14826500001	46939.155697	0.6040833253690043	0.2130634408478678	0.3645463555130327
2011	SWE	0.7291992187500003	0.4065198366636587	2.7796207916412816E-6	-0.001421157504933107	249485.003739	210863.15701700002	470877.888591	0.5618762669985957	0.08152869049507673	0.31875574504777904
2011	TUR	0.661328125	0.30622373911838235	1.4658315050839535E-5	-3.0494194957958514E-4	157020.39594600012	233376.35476699995	809932.3591829999	0.6802587567078477	0.018095416241193908	0.22193924213075664
2011	TWN	0.7385742187500002	0.5148736436820177	4.800834238289965E-6	-7.430728619596325E-4	338208.6778659999	293689.3705410001	414900.311001	0.6458838912807218	0.34786512098194616	0.4728099471487551
2011	USA	0.648828125	0.2138819942719329	1.413594808587575E-5	-0.0012326919065562085	1841074.8699909996	2398985.4041890004	1.5719093024164999E7	0.7729079386907043	0.0	0.14915282738794752
Processed 2011 after 2660605ms
2010	AUS	0.40117187499999996	0.14467022678567346	2.478001363004406E-6	4.946145587281259E-4	273733.28371600003	240089.89330500006	1205603.404908	0.48166212965461686	0.0	0.12309580287233761
2010	AUT	0.7198242187500001	0.41739647476541053	1.8705911802583577E-6	-6.135549452221887E-4	179111.34915199995	165293.9424120001	346888.57744900003	0.5654836065639063	0.12263360793714818	0.32155585314293944
2010	BEL	0.7491210937500001	0.5143187585474289	2.2839507022500985E-6	-5.815022958071772E-4	322584.640271	298178.294152	430450.204225	0.630731466355843	0.2594300387045532	0.43196099643808045
2010	BGR	0.687890625	0.4441488421641104	4.1841177277746835E-6	-0.0029811072093733596	21334.013894000007	24512.33354900001	45234.287856	0.7336204297870887	0.003096145494616546	0.34655466858774625
2010	BRA	0.5425781249999999	0.15803020387616784	5.771420594400479E-7	-1.8303624707729717E-5	232982.24600800007	235979.05712700007	1970776.63669	0.6345077550712764	0.0	0.1054659934700015
2010	CAN	0.574609375	0.2604010309443662	7.303503050924788E-6	5.218728774769443E-4	449279.4349470002	456234.549924	1516270.045678	0.54753612266722	1.2955781276820283E-16	0.20194908505334835
2010	CHN	0.687890625	0.254997907871997	4.634694989869166E-6	-5.967078363455381E-4	1743486.4097679993	1433395.77343	5687223.391525	0.641251235315204	0.0	0.21236032763195653
2010	CYP	0.46904296874999996	0.32211966782958273	9.272550828979583E-6	-1.9844169055734847E-4	4524.511339999996	8483.884251	25474.103145	0.8120717913815639	0.06983195139919814	0.2595315062752317
2010	CZE	0.7902343750000002	0.5398255921565204	5.383770013958018E-6	1.9409112788813037E-4	136855.5518169999	126404.06739700002	175656.28940100002	0.6790623847782842	0.27706579532632375	0.4510180691159629
2010	DEU	0.6902343750000001	0.3254080706145803	2.1520116268114664E-6	5.771721906728349E-4	1391738.951134001	1107225.2825480006	2890038.720176	0.4787383626635658	0.045702880330519696	0.26071520442386653
2010	DNK	0.6972656250000001	0.4119989286471761	1.0197083954502962E-5	-4.665141333071718E-4	141872.73559900004	121416.03523899999	268067.577486	0.551182180732907	0.199985894817693	0.355394561168243
2010	ESP	0.7368164062500002	0.37822941224105194	4.151864751400213E-6	1.7353442090134563E-4	322167.17156	380447.8296990001	1415886.4398999999	0.7421048049319131	0.017164204460137545	0.2730384463933248
2010	EST	0.637109375	0.3868546133976055	3.7494928698054344E-6	4.126031279808785E-6	9835.29308999999	8765.490445	16667.321749	0.563149326239347	0.11841002340683687	0.3266544864248245
2010	FIN	0.658203125	0.3881143495517316	1.6007332852726726E-5	-1.8948917707323575E-4	93309.53474000002	86651.94403799999	214919.53710699998	0.6419574918995034	0.07554960317445458	0.3266575341307027
2010	FRA	0.7621093750000002	0.36448452050991254	4.601838460725183E-6	0.0045314174798391895	609073.7599579999	642703.1531590002	2512759.5216200002	0.637918892197544	0.001004813266035595	0.2679940400400966
2010	GBR	0.562109375	0.2503265572182462	1.3233443210668346E-5	7.595759735801502E-4	617534.5229939999	639541.134045	2196081.210749	0.5362208396310456	0.039650686051179655	0.20385576375888287
2010	GRC	0.45498046875	0.2994450354982905	1.3555447493928025E-5	-6.15324835924367E-4	42838.237832999985	83993.938603	327916.04531	0.6974954235858569	0.09977173770923707	0.24187327325823088
2010	HUN	0.7291992187500003	0.5427869581980224	5.0538581214747E-6	-2.2958185449198202E-4	97512.05486200003	90529.20677199998	113839.58665699999	0.6728048603000629	0.2723741033207392	0.45468459349033846
2010	IDN	0.163623046875	0.1469330491276431	1.427402875055742E-5	3.930602706249454E-4	171667.854239	151155.0064810001	694385.8445530001	0.5708744796481295	0.00292733165581704	0.1380542376342562
2010	IND	0.688671875	0.3011615528731536	1.1974896416826572E-5	0.0012722839751394947	308575.8700000001	340763.432198	1685732.91969	0.7582466758823366	0.052046790625592476	0.2152481831588132
2010	IRL	0.574609375	0.47766305492707284	3.8811152298988E-6	7.115364674056258E-4	197740.64521699978	152820.40452799987	155756.712779	0.5834130808180557	0.2953514262477943	0.43721500061076257
2010	ITA	0.7209960937500002	0.35800785797343837	4.5522177116875356E-6	-9.531326991416314E-5	514167.573974	547652.1593539999	1985304.303437	0.66858366887676	0.018335654386242656	0.25537592606673715
2010	JPN	0.7198242187500001	0.21651182778482664	4.793296432790361E-6	-4.992905108286813E-4	835356.357584	705549.5025819995	5269732.9752859995	0.57001195033596	1.3936007162695062E-16	0.14965741400106108
2010	KOR	0.7022460937500001	0.4308774528622919	6.4211613814889184E-6	-6.774512638018847E-5	519652.85682700033	461432.21067099983	926872.619644	0.6741813388445068	0.06571307519313446	0.3749457467149467
2010	LTU	0.630859375	0.41955845396918917	7.23419873298274E-6	4.6250079148537265E-5	17525.206068999993	18058.362465000006	34859.217816000004	0.5925465878754458	0.14539407074403668	0.3339796434576476
2010	LUX	0.74091796875	0.6411302235004319	1.1385653957220504E-5	-1.5954405257868085E-4	81066.96976699996	65248.17953799995	36435.425185	0.6702800496327325	0.5354904543461937	0.6120096622789012
2010	LVA	0.561328125	0.3079393197561616	8.661732559532632E-7	-4.2418944113526184E-4	8957.404366999997	9340.767660000007	23306.687813	0.5997699323246374	0.04684577281627588	0.24258878644740128
2010	MEX	0.6699218750000001	0.3674883114954855	1.9984591316438394E-5	2.0620345798758779E-4	286285.29701399984	284403.5107290002	1018125.170575	0.5959341115749199	0.15098311584924448	0.3034232649751145
2010	MLT	0.644140625	0.46982830492341926	1.2270279118947376E-5	-6.471796594009152E-4	5036.9500469999975	5661.1917349999985	8285.117519	0.6547151282479257	0.21077001461078804	0.3945682813138046
2010	NLD	0.71455078125	0.45853157604120326	4.467684615868805E-6	3.6117383298368914E-4	468328.008249	391264.33433399984	675552.027869	0.5933552635170486	0.23195716117034504	0.3764902222675348
2010	POL	0.7621093750000002	0.45236676527153974	5.263694030774363E-6	0.0019102378569888347	191581.370474	189481.48069500003	441430.53126300004	0.6570391146725983	0.05953385704873562	0.32368433603462454
2010	PRT	0.6941406250000001	0.3808417067489257	2.3302452240939804E-5	-5.19773786914716E-4	55295.97159999998	75499.76436800003	234728.497286	0.7405020728490106	0.009793086391848097	0.27525708819613043
2010	ROU	0.4965820312499999	0.30795020910739107	2.291028086406725E-6	0.0010858445741517475	46919.014902999996	56910.109253000024	165828.862688	0.7093513548143988	0.016366843284914896	0.24020688780001034
2010	RUS	0.0	0.05582080157518122	9.231424490345442E-6	-0.027089916643370154	371743.20096899994	280014.1243609999	1275772.1731739999	0.24532393455288784	0.0	0.052917424890655027
2010	RoW	0.5097656249999999	0.2852228676086531	1.9384948410077526E-5	-9.448122887499768E-4	2870206.4683189993	3275723.4251020006	9265314.627084	0.6835262724893822	0.04557678049085247	0.24742755630660007
2010	SVK	0.7722656250000001	0.5157358817036571	1.6580346633436306E-6	-3.5226305070318336E-4	56957.865948999985	54970.309529000006	83690.376763	0.6394515283211635	0.26559684556204094	0.4183422053776473
2010	SVN	0.7051757812500001	0.43573956120508145	3.198141167641104E-6	0.0016415645436553268	23731.538761	23681.739997999994	43996.68174	0.6030630957028147	0.21292255099378446	0.36432921185542855
2010	SWE	0.7198242187500001	0.40159352921086017	2.510960993341713E-6	-8.836967860625282E-4	212123.10983100004	178440.39758000014	400598.523942	0.5585392217726448	0.0849944007390995	0.3165398193671928
2010	TUR	0.672265625	0.26595414222193414	1.3369437289263738E-5	-8.86026956432237E-4	129404.40045699994	178749.48054299998	740113.465229	0.628740634883092	0.00643099255559293	0.19060803359080375
2010	TWN	0.7385742187500002	0.5034621193618636	3.526125771358033E-6	-8.143035001133948E-4	311633.1065280002	268995.9396500002	383557.43582	0.6365933016528699	0.3252558430530324	0.46213939342299026
2010	USA	0.624609375	0.18982584141506476	1.1916340836069846E-5	4.4663718889511716E-4	1634458.300152	2142527.4005309995	1.5097908579697E7	0.7526678783812316	2.84902519241044E-16	0.13460545720065756
Processed 2010 after 6230997ms
2009	AUS	0.426171875	0.1524732300097344	2.5853131929217316E-6	1.5090904881005822E-4	200696.49092099987	192821.08754600008	975694.903182	0.5288237175545693	1.4501414709931246E-16	0.12655311909134848
2009	AUT	0.7040039062500001	0.38855380584340377	1.6745137785831642E-6	4.497828388328081E-4	168010.10851	153419.23084300008	350168.203644	0.5475532850246597	0.0879490336982942	0.29655723684435575
2009	BEL	0.7385742187500002	0.4834755122767239	2.1599909772118335E-6	-8.306864384684006E-4	301037.71529499994	275136.13088400016	429727.413614	0.6025005291588211	0.23727243657162564	0.40552017093601894
2009	BGR	0.687890625	0.44271190141184424	4.2511788873831615E-6	-0.0031490837437323092	21725.163911	24912.589471000003	46036.879231	0.7309877240999381	0.003104763640740761	0.34546946432028647
2009	BRA	0.551171875	0.15132731477938174	5.023097537915432E-7	4.903150599438165E-4	177168.14905700006	168974.33908200008	1509595.84405	0.600629057612179	0.0	0.10167865563092839
2009	CAN	0.574609375	0.2630511771677246	7.278846625252027E-6	6.006268206048958E-4	377137.54555999994	381023.527405	1292959.129674	0.5405627794821777	0.00384280278392334	0.20601052361466435
2009	CHN	0.687890625	0.23104062988417762	4.046771929772955E-6	-0.0018260599454004392	1333217.0870480002	1048884.4931730002	4748919.86678	0.6137279075995979	0.0	0.19049041158670485
2009	CYP	0.47080078124999997	0.3221381429301531	9.189504742494267E-6	7.391078259213141E-4	4628.495070999998	8671.106144000001	26052.649966	0.8121203268750333	0.06978858031498651	0.2595592693439983
2009	CZE	0.7738281250000001	0.4955299161934685	6.6358135360977705E-6	-2.596747820424656E-4	121602.41124600003	110242.02175800005	172837.067856	0.6439482427991394	0.23911601298906385	0.41256165162733327
2009	DEU	0.680859375	0.29740324880932756	1.9415897133845458E-6	0.001165177797188316	1265888.3675879997	1004959.1909570001	2903952.935072	0.4536939064368762	0.018342489191398643	0.23712244731954013
2009	DNK	0.7122070312500002	0.4146170084400337	1.9482047476444706E-5	2.876204077214964E-4	133160.800632	117439.95673399998	272647.012078	0.5635615015667457	0.20989538808978406	0.35918272823290937
2009	ESP	0.7385742187500002	0.339514023012659	3.8031054646590403E-6	-4.644035328189032E-4	293688.174408	350325.2464339999	1483541.275124	0.7352932503063621	0.007477162570220663	0.2402960124420095
2009	EST	0.6347656249999999	0.3873410659798256	3.715094144291171E-6	-8.017085121230417E-4	9918.404045	8832.514305999997	16806.467909	0.564557625661841	0.11829036271127209	0.3268855764798038
2009	FIN	0.6511718750000001	0.3588006714542132	1.4721170875518088E-5	0.0010473815886020918	87225.82517400001	79860.24614999998	216527.219305	0.6156614898497649	0.050775373327395464	0.30117892683472197
2009	FRA	0.7613281250000001	0.33950549361739063	4.6733018917452365E-6	-5.287256940193789E-4	564578.942696	595525.5239949999	2561139.219412	0.621217614490185	0.0010669123916023327	0.24332544742246318
2009	GBR	0.5308593749999999	0.22677954705863593	8.99576647453902E-6	5.959577494103687E-4	572279.8217199999	577281.3172359996	2115434.041564	0.5186687179339817	0.03167652833104723	0.18657414406273465
2009	GRC	0.44648437499999993	0.29865701878494255	1.4222035938072161E-5	1.9954833460941116E-4	45928.476640000044	89996.06911300003	351589.073156	0.6974645694671567	0.10044735611766646	0.24214700939464448
2009	HUN	0.71455078125	0.5154026105615167	2.5409628430559185E-6	0.0013515680078235311	86121.64109700001	81386.02890499996	114323.004202	0.6635649576815911	0.2566995606261165	0.43261255798883597
2009	IDN	0.244140625	0.14989308548591662	1.2602635720116032E-5	-0.0012415528323755029	130588.27044400004	109126.09641700002	527370.781903	0.5444342053254186	0.005609596945493947	0.13572169347461197
2009	IND	0.7168945312500001	0.32296809466499143	1.4369536978384442E-5	0.0023335635709474784	227253.97573200005	267974.34022300004	1367541.098822	0.8313903056763795	0.06604964731926787	0.2330356862847445
2009	IRL	0.590234375	0.47216039311512786	6.27285055168305E-6	6.02309299235767E-4	195689.11570899995	154971.78776499996	174444.501395	0.5852260150958053	0.27253557485183727	0.4288425390402283
2009	ITA	0.6981445312500001	0.3030809597692147	3.690411298945816E-6	0.001776567304358014	467638.5560809998	476147.3120529998	2023016.84062	0.6157379651478637	0.008817801664081608	0.21340031045266986
2009	JPN	0.7127929687500001	0.1950907432499657	4.465094629892384E-6	-4.0730204525516546E-4	640035.8933300003	569068.8024429998	4871828.104664	0.581251024726807	3.6377747885745984E-16	0.1327893942539886
2009	KOR	0.7034179687500002	0.41863701368311795	8.472450842643662E-6	-0.0016696488869036251	407710.1966509999	352512.8733480003	765613.436001	0.6618899917114406	0.06982213944815363	0.36804885485983824
2009	LTU	0.6300781249999999	0.41820960245666733	7.451608448201718E-6	-5.106251593900793E-4	17787.708799	18317.813632999994	35394.602849999996	0.5910967363931152	0.14508129277139287	0.33290486650918005
2009	LUX	0.74091796875	0.6410716620323236	1.3320716761032476E-5	-6.028549412775774E-4	79204.17785300003	63756.89569099999	35605.477342	0.6704657016774849	0.5355165021562485	0.611733710186769
2009	LVA	0.5597656249999999	0.30645383438410373	8.582915212240156E-7	-4.578431702379515E-4	9650.080881999997	10057.260237	25106.583896	0.5974872137864431	0.04678364767305816	0.241682574854506
2009	MEX	0.680078125	0.35238714799151505	2.3717509411700865E-5	-6.727492437068277E-4	219208.29375399995	221336.63348599992	866632.257463	0.5894834487102617	0.13329901395424207	0.2895902613006962
2009	MLT	0.659765625	0.47192739092683034	9.93529001438201E-6	-7.835298951378542E-4	4978.867308999999	5595.7900930000005	8187.350963	0.6543061302540124	0.2106148499086254	0.39369087201480196
2009	NLD	0.698828125	0.4267529021783554	3.849520660460208E-6	-0.0011339750236517582	431915.97098600003	362207.6999990003	694372.9373519999	0.581371610887108	0.1920621597104338	0.34618367185365395
2009	POL	0.7503906250000001	0.4127991157808829	4.955895033041616E-6	-0.0023565646126942645	165890.06079900003	158895.39217000004	406349.751198	0.6199661514719268	0.051100417518510154	0.2890638182915379
2009	PRT	0.6972656250000001	0.38205117751441947	2.3599325029505462E-5	-3.893149322862656E-4	56774.354624000014	77465.80010200001	241008.24654	0.7424638398299092	0.00978078482225999	0.27504917561155895
2009	ROU	0.5018554687499999	0.31043109299190325	2.2387800818034596E-6	-9.835258678890957E-4	46893.389137	56842.50005399998	165733.694168	0.7105039882628434	0.016383067275336123	0.2407715554986352
2009	RUS	0.0	0.05407402737111637	2.8623747553934632E-6	-0.012742495463783764	286686.34679200005	216665.45776999986	1066747.67076	0.24435277756992513	1.0151802059080772E-16	0.05304504915955834
2009	RoW	0.4801757812499999	0.27884439658505533	1.5104670821226063E-5	1.0000169712065495E-4	2360037.2188959992	2797099.2082089996	8143928.478445	0.7228133262923652	0.01640107819405801	0.2413121625528411
2009	SVK	0.7738281250000001	0.5150627959373161	1.648272097794491E-6	-6.945754276074368E-4	57239.258446999964	55238.94692199998	84099.72687900001	0.6383410571929771	0.26556076579983523	0.41774704151929754
2009	SVN	0.7051757812500001	0.43458784690713864	3.2467075437368345E-6	0.0013545591223887402	24932.816112999997	24863.447945	46213.177701	0.6012952363284451	0.21266237351485476	0.3635446529330252
2009	SWE	0.7081054687500001	0.38794804770335867	4.74078433363358E-6	-6.933150690627388E-4	181913.16666600003	152138.61128700007	351008.923484	0.5476254168281666	0.09262512769587912	0.30690636361837653
2009	TUR	0.6621093750000001	0.24317662850323826	1.2016860349228615E-5	0.0023218448719220025	117814.33586300001	136836.01241599998	603881.330306	0.5550100972349951	0.018511960832475912	0.17953989329586895
2009	TWN	0.7291992187500003	0.46225109753345006	4.882141544402557E-6	-8.592647992535578E-4	229938.55940500012	189322.12533700024	329049.45633799996	0.6059601817874585	0.27295979772340556	0.42433800777802394
2009	USA	0.6121093750000001	0.15804868714712186	1.0625174447821368E-5	0.00130068677759828	1402113.7049440006	1779776.5120990006	1.4543877860377E7	0.7061970061447669	0.0	0.11375313581797375
Processed 2009 after 7325590ms
2008	AUS	0.5246093749999999	0.19502679642245208	3.3615730094241915E-6	0.001450613998185778	243242.16598100011	223979.504784	984650.001148	0.520720864329475	0.0	0.15785065851817273
2008	AUT	0.7133789062500002	0.4320157607339681	1.4692224357009132E-6	5.29803311744177E-4	218578.15574000002	197448.31309100022	376966.853451	0.5696662390047489	0.15246441744911063	0.3403880400929222
2008	BEL	0.7621093750000002	0.5438481197372103	2.4751576120104393E-6	0.001143155776969071	375094.1529960001	354991.5251339999	470776.165683	0.6574795031039311	0.2967250188919551	0.4612070115237526
2008	BGR	0.6996093750000001	0.5455208397529275	3.875389092219553E-6	4.014464651009713E-4	28533.014392999994	37860.24386799998	54463.691568	0.8251127610188914	0.16025729525169932	0.4392330826767274
2008	BRA	0.590234375	0.19339956302952116	1.3199868485492983E-6	7.210313022305161E-4	225925.7871910001	211376.0239150001	1528972.503569	0.6390318593509864	2.5764062454835235E-16	0.1301921710734123
2008	CAN	0.5878906249999999	0.2792097177384684	9.437457236890976E-6	-0.0016939522102000727	511222.81893899984	465299.236141	1411603.129043	0.5039765422124921	0.02487292374466021	0.22530285755801027
2008	CHN	0.698828125	0.26952142808621643	4.374566440930825E-6	-9.09433311019414E-4	1581532.9158339999	1165162.304311	4158318.536729	0.5934217305335605	0.0	0.22573714401771758
2008	CYP	0.46142578124999994	0.3791144420579877	1.484568347691315E-5	0.0011401220817633016	5147.430494999997	11415.839030999996	29352.525886	0.8514753695571757	0.07112453161934366	0.30212448536172204
2008	CZE	0.7878906250000001	0.5373790791288118	1.0795631079758239E-5	-5.844769473217718E-4	160845.92073599994	149210.147888	201160.01759499998	0.681784122738127	0.29271181460222395	0.4552936155556371
2008	DEU	0.6941406250000001	0.33792402682780837	1.742081417312695E-6	-0.0010704175771628452	1671979.6284289996	1323009.70759	3129273.032842	0.48536871693736755	0.07175274716518171	0.27540893453388415
2008	DNK	0.7063476562500002	0.4496292568265833	8.85433095325683E-6	2.1948339550028495E-4	172483.935525	156527.12149599998	302105.103052	0.59655791339528	0.22637972330090156	0.38757373393734784
2008	ESP	0.7503906250000001	0.4101139589710574	4.5894603648848645E-6	-0.0060510204347463915	366573.17145900003	483950.56631500006	1659682.139179	0.823843205259711	0.03637214460603604	0.29342369804507273
2008	EST	0.6378906249999999	0.44177505366897846	6.243031583848649E-6	-3.357729745198109E-4	13084.972606000001	13935.87984999999	23128.261532	0.642136036429085	0.14339969677426745	0.37461416119445723
2008	FIN	0.655078125	0.39807324802561656	1.546561865493898E-5	-5.646404633029326E-5	123398.0186289999	108837.96283099997	241733.967562	0.6241328908250412	0.09298584243477835	0.34018962605749736
2008	FRA	0.7558593750000001	0.3721470040211063	5.570599272494688E-6	0.003446976454092833	704818.8809410001	745498.918581	2765315.165099	0.6527781283848917	0.004674549428359757	0.27775109729185765
2008	GBR	0.551171875	0.24546485318652542	1.162998318323696E-5	7.505170482737133E-4	737461.6493639998	748582.506053	2594315.153171	0.5421055549922892	0.033760808959316206	0.19989759552619674
2008	GRC	0.47607421874999994	0.3552569805005282	1.1116896497029468E-5	-5.696554203922971E-4	60927.84465100001	115536.13266499998	380873.262283	0.6941568515883134	0.1170514214453334	0.2936498528112211
2008	HUN	0.7385742187500002	0.5748004148782413	5.483363639658056E-6	-8.955458213575793E-4	116244.71753499992	116238.96542000004	146158.499865	0.7195125409876546	0.3087006478741325	0.48055892017391477
2008	IDN	0.201171875	0.18226150532424923	1.201345753811504E-5	2.3325820027306386E-4	150603.29647599996	137567.51775400003	506276.7685	0.5796561210126753	0.0	0.1676150800312763
2008	IND	0.6472656250000001	0.3071197304509394	1.2591401812563626E-5	-8.314322373285387E-4	259622.89544	294846.6858020001	1329637.334089	0.8138783979236253	0.03484581621227155	0.21901546506957967
2008	IRL	0.576171875	0.4645864904094739	4.499922175462786E-6	7.861118472308619E-5	213772.94735299988	181990.36282499996	219650.334852	0.5907792854278002	0.23779859268187542	0.42095247564642874
