Loaded level 1
Loaded level 2
Loaded level 3
Loaded level 4
Loaded level 5
Loaded level 6
Loaded level 7
Loaded level 8
Loaded level 9
Loaded level 10
Loaded level 11
Loaded level 12
Loaded level 13
Loaded level 14
Loaded level 15
Loaded level 16
Loaded level 17
Loaded level 18
Loaded level 19
Loaded level 20
Loaded level 21
Loaded level 22
Loaded level 23
Loaded level 24
Loaded level 25
Loaded level 26
Loaded level 27
Loaded level 28
Loaded level 29
Loaded level 30
Loaded level 31
Loaded level 32
Loaded level 33
Loaded level 34
Loaded level 35
DEU	Bending	Var	Cov
HORIZONTAL_IN	0.758575439453125	3.6389896485743594E-6	-3.626240254014677E-5	0.33937499278906824	0.3415878088602169	0.34518445441449663	0.34588229087629435	0.3476435095354744	0.3475560444937653	0.3462091285745461	0.3468708405661515	0.3470710168719942	0.3483904860038812	0.3489267154819663	0.349334138907349	0.34866638513686965	0.34772828404436484	0.34776160155287167	0.3464220233508421	0.3467672980290647	0.3461103683097603	0.3454481795936444	0.3436291640561939	0.34552310552029336	0.3452308100870337	0.34476703812747195	0.34476802653747163	0.3460776865080715	0.34529090114534905	0.34537200224684683	0.3466606211493443	0.3457062684845979	0.3454634474428701	0.3456583745221877	0.3450533855396117	0.34639810849897884	0.34649331399293065	0.3454199973836204
HORIZONTAL_IN	0.0	7.972935640649003E-4	0.28846866383920367	0.184142331340541	0.18852611326664928	0.1965494927396329	0.19795595249636713	0.20215836742409743	0.20600241215983467	0.20702434141337198	0.2080686733179117	0.212042379778983	0.21545864656087424	0.2171087650396732	0.22226897558747952	0.22403035253230139	0.22666993124731913	0.22922016787297134	0.23020593467843362	0.23231366058050865	0.23328148405878674	0.23546884263925882	0.23983512920429545	0.24389241956046342	0.24813120100852948	0.24976906332237517	0.25483739189602544	0.2590341425031879	0.2607908083616578	0.2622212089820569	0.26482855153102813	0.2696049924101539	0.27033329113599647	0.2712196416076883	0.27360730911538106	0.2768635988800241	0.2776059314833527	0.2787864479640261
HORIZONTAL_IN	0.1	7.079479167684353E-4	0.27176016333680547	0.19473060667017802	0.19897854304997273	0.20669031418690711	0.2080718761267116	0.21214073802392308	0.21574785124128765	0.21669170296597748	0.21772974611585716	0.22146272802960457	0.22471060632175505	0.22631042922120487	0.23110430313437544	0.23274295938720496	0.23517543851649494	0.23760509636140154	0.2384596296389579	0.24045351291822453	0.2413505919439738	0.24338331454087286	0.2474385449351694	0.2513283917844138	0.25530134524907633	0.2569179715764075	0.2617024426003608	0.265707978111912	0.2673784777183323	0.2687424410186562	0.2712352030584747	0.27558951683137534	0.2762150801085149	0.27707901836225696	0.2793334458686362	0.2824250871215006	0.28307171193712194	0.28404049458989233
HORIZONTAL_IN	0.2	6.102065820869368E-4	0.25221455197922815	0.20701627495295383	0.21110606814012317	0.21845158603705755	0.21979236485926656	0.22369882297774618	0.22703927648068584	0.22789378264174212	0.22891869994475114	0.232355861572279	0.23541165305852396	0.23695228644670077	0.24131461967915144	0.2427929867683314	0.24497529244358715	0.247266294620143	0.24797257693157643	0.24983723065958824	0.25065393070816194	0.25250032599825134	0.2562058455477167	0.25990171728399647	0.26357881652141046	0.26516927856046185	0.2696379449866298	0.27342635715625974	0.2749661720489272	0.27625442928815225	0.278619605148182	0.2824853172750962	0.28297517830469576	0.28381216609105364	0.2859183777038867	0.2888255548758149	0.2893291646603787	0.29007616502289446
HORIZONTAL_IN	0.30000000000000004	5.010543198236484E-4	0.2284198405192818	0.22140176387920718	0.225304116626697	0.23222201501322445	0.23351419992134712	0.23722664159356915	0.24026568251543862	0.2410168237916383	0.24199095153199157	0.2450768825245075	0.24791391037022095	0.2493841617098084	0.2532546386565304	0.2545072430224268	0.2563946709178957	0.2585252112700912	0.25903387816026285	0.2607222676970615	0.26144871271732	0.26307030883358834	0.26638351222994244	0.26985600813480415	0.2731987250221254	0.274625121135164	0.27874243432997764	0.2822834112967039	0.2836338994875127	0.2848087010604171	0.2870272125740684	0.2903406700496139	0.2906694397141133	0.2914468748223367	0.293357669786812	0.29603278436522673	0.2964701404550413	0.29696658344555144
HORIZONTAL_IN	0.4	3.797839226604826E-4	0.19865386538145846	0.23849977993131083	0.2421494941467381	0.24857069821244426	0.2497951600024046	0.25327269076432596	0.2559700627723505	0.2566098683226313	0.2574987860651757	0.2601651072290078	0.26275085451399166	0.2640733970851228	0.26737946010017066	0.2683347332253482	0.26987291084968335	0.2718172664206304	0.2720793220283448	0.2735434472586532	0.2741674125454177	0.27551860326433836	0.27828102779634867	0.281494947903675	0.28440091031931986	0.2855999873051969	0.2892484952367051	0.29249564317375987	0.29359856428123393	0.2946230669316715	0.29667903186149275	0.29939212886859745	0.2995274293099209	0.3002134245337247	0.3017766481822916	0.304171574652597	0.30455120655908513	0.3046057594995053
HORIZONTAL_IN	0.5	2.4475339701872216E-4	0.15909458726195183	0.25910369535140704	0.26247665090241973	0.26829445832424814	0.2694275481492758	0.27261254435957744	0.2749268797941348	0.275430350094019	0.276159108667904	0.2783186450747106	0.28061459007911393	0.28172390447503376	0.2843817556376397	0.28496969761644037	0.28609148974885407	0.2878165391560333	0.28766855358163285	0.2888724572880519	0.2892854222686278	0.2903067024280425	0.2922583481843898	0.2951772615695113	0.2973447897823617	0.29817939219471207	0.3011018888737774	0.30388338021677186	0.3047470257431796	0.30553028678359884	0.3074108770743543	0.30932172102520095	0.3093472491397418	0.3099303807578095	0.31103535747433037	0.3131339004951528	0.31344892616784903	0.31309784035143745
HORIZONTAL_IN	0.6000000000000001	1.1624007836133092E-4	0.10875386020282315	0.2844734169696719	0.2874765175350816	0.2925737016962857	0.2935847800751665	0.29640756396779333	0.2982818222581696	0.29831995531996264	0.2989148152755887	0.3004499239779281	0.302407561196253	0.30326070534256033	0.30516082668055483	0.30527850978968735	0.3058702086407865	0.3072839266345009	0.3065627476469198	0.307463897004166	0.30755175873327156	0.30817286564260593	0.30908628141123967	0.3116634287075517	0.3129422304862953	0.31339427196465464	0.31530829977487335	0.3175278441005805	0.3179801717784777	0.3184373954269021	0.32011524932068636	0.3209187732725236	0.32085227124290244	0.3213098746514676	0.32197130340371516	0.32374149115323064	0.32397884612185296	0.3232095745112227
HORIZONTAL_IN	0.7000000000000001	2.277753412701108E-5	0.04486672097633121	0.31643825055013125	0.3189788435137451	0.323187684471869	0.3240424603664941	0.32638032447961435	0.3271191200041356	0.3263715061780144	0.32712168149455306	0.3278737252452659	0.3294455292887911	0.3301163968784393	0.33112049777414587	0.3306519499533455	0.3303622090433934	0.3309880779634226	0.3298985642344977	0.33044780672188384	0.3301080015885097	0.3299373018254192	0.32935945328861466	0.33152786835544823	0.331887986254339	0.3317309180720071	0.3326195363681454	0.3341861427896663	0.3338693154950997	0.33410303164877947	0.3355466230207772	0.33531871323698575	0.33514640976076426	0.33545025482298463	0.3354054929807736	0.3369077040895437	0.33706073727116426	0.33607972723881513
HORIZONTAL_IN	0.8	1.719148135372325E-5	-0.03746700734839239	0.35792538495161413	0.35990336344301366	0.3630213168175775	0.36356254474404115	0.36483975602007407	0.3641021945407439	0.36225266556063307	0.362844649226684	0.3624958417733578	0.36345859097439254	0.36388719547439685	0.363832218710037	0.36301911933411307	0.36162703071788543	0.3612421641232121	0.3596615430527838	0.35988845963335375	0.3589698558317227	0.3578669447095642	0.35501457743403814	0.35668567437242094	0.35581581721350153	0.3551205020163424	0.3543488407304841	0.3554151091440658	0.3542993423657198	0.35425181562969954	0.3553766203780752	0.3538410396402952	0.35350020169307766	0.3535731667477193	0.3525256966483475	0.35375795161844903	0.35379492260893886	0.3526088470410782
