year	country	leontiefreuse	domesticpref	reuse	exports	imports	consumption	maxflow	importshare
2002	BEL	.39286247	.40585938	.47068354	170547.55	148688.66	221265.38	98098.109	.37948892
2002	BGR	.33820352	.44960937	.4973653	7064.939	7993.2246	15463.854	5106.3721	.35480037
2002	BRA	.12948553	.49960938	.27920517	73652.594	62298.828	479588.06	42628.305	.11260711
2002	CAN	.25250909	.37617189	.31346542	293340.34	248272.02	664046.69	140795.27	.25932252
2002	CHN	.17601126	.29892579	.27123851	365404.5	308463.59	1410276.4	218173.13	.17371567
2002	CYP	.29457057	.56289065	.44084647	2303.2957	4735.1035	12254.667	1881.6322	.32525867
2002	CZE	.39242688	.36210936	.49851882	43184	44180.766	74490.594	30711.494	.37544864
2002	DEU	.20839983	.42539063	.29104376	695201.38	547031.88	1773984.1	302205.25	.22154345
2002	DNK	.29369682	.43476564	.3583298	72415.789	60285.703	148223.22	36300.586	.27323231
2002	ESP	.24422966	.47382814	.38384753	158476.86	190692.88	690202.19	114556.96	.22469375
2002	EST	.43141013	.43710938	.54556876	4530.1577	5149.8335	7748.9702	3297.4551	.41939732
2002	FIN	.24926043	.36992186	.32308471	53089.832	39039.121	113693.86	27353.219	.23407038
2002	FRA	.23078819	.54267579	.3662872	366869.09	338917.47	1361082.6	201728.19	.19613828
2002	GBR	.17433257	.39335936	.25237545	386747.81	391838.94	1543668.6	191525.28	.20298156
2002	GRC	.30060306	.54033202	.4030444	19530.932	46533.922	165801.44	16115.451	.25108361
2002	HUN	.43792072	.51279294	.58616722	37475.645	39852.59	65404.648	28864.297	.38736856
2002	IDN	.18224388	.28310546	.2482574	65533.691	50158.938	191703.73	35793.516	.19499083
2002	IND	.14713253	.48085937	.29990309	77841.125	74883.586	513912.97	58718.863	.1265451
2002	IRL	.41692463	.26904297	.45563275	104885.77	80475.664	91887.406	56780.703	.40897679
2002	ITA	.19363064	.45351562	.3445031	289676.97	280372.84	1153495.1	162298.97	.19427541
2002	JPN	.091163427	.45039064	.16893978	446074.53	353103.88	3806120	212207.42	.083040386
2002	KOR	.28031126	.42773438	.39723703	186166.48	164700.97	530536	120941.13	.22980382
2002	LTU	.33922514	.52158201	.49179855	5887.6299	7063.1143	14340.995	4087.7603	.34916434
2002	LUX	.57711613	.34726563	.60306346	27500.244	24223.121	18267.213	17732.875	.52926517
2002	LVA	.25663269	.36210936	.35090452	3536.3018	4288.2505	9673.8916	2248.811	.32461679
2002	MEX	.29961008	.60361326	.43393105	165015.34	168269.5	706166.75	105129.12	.19315077
2002	MLT	.44391954	.47929686	.53536242	2722.8252	3079.7151	4315.8159	1772.8137	.43754399
2002	NLD	.31391007	.38007814	.39056984	222189.92	184656.77	382162.03	123315.63	.30554509
2002	POL	.26380447	.48789063	.41972744	55901.691	60262.953	192221.64	38266.258	.24287499
2002	PRT	.28659195	.52744138	.44282022	31937.375	44343.797	132773.16	24109.225	.26922259
2002	ROM	.28372359	.37460938	.37963608	14965.509	17610.564	46552.699	10151.045	.28626588
2002	RUS	.089352377	.061279297	.095970392	104700.01	70062.758	291455.59	30896.838	.17685667
2002	RoW	.26267487	.37617189	.33938551	1102602.1	1252451.9	3502244.3	770981.94	.27198559
2002	SVK	.45332065	.47773439	.59871215	16402.096	17703.814	25054.607	12009.516	.42704347
2002	SVN	.36327115	.39101562	.43626171	11657.121	11480.333	21538.666	7072.1621	.34583706
2002	SWE	.28517953	.40820313	.37819856	106311.68	85720.063	216455.75	57158.449	.26557842
2002	TUR	.23225352	.53564453	.42403015	42479.102	49556.918	228742.36	33820.773	.18271755
2002	TWN	.34885117	.40117186	.41418561	156577.84	128581.84	269523.44	85690.016	.30176356
2002	USA	.094355538	.48789063	.18720667	903145.94	1281712.5	11100000	626613.63	.10678138
2003	AUS	.12163711	.35742188	.2067039	95572.914	103238.45	527567.94	53343.203	.16567433
2003	AUT	.28905448	.43007812	.38619164	109342.6	101992	233888.75	60400.422	.29715234
2003	BEL	.38529149	.42226562	.46837243	200681.06	175032.75	273165.84	115024.4	.3693867
2003	BGR	.35535359	.43476564	.50290149	9391.0732	10928.737	20117.133	6898.5527	.37036264
2003	BRA	.12345463	.48085937	.26636505	83307.25	63637.211	504215.47	44205.574	.10831447
2003	CAN	.23833388	.37617189	.30040699	324753.19	277697.28	792259.75	155512.56	.24860704
2003	CHN	.20910461	.28662109	.30274972	485016.16	422020.16	1596653.9	298302.06	.20273153
2003	CYP	.29419541	.57539064	.44706473	2752.5195	5495.7124	15053.914	2289.0649	.30863634
2003	CZE	.40110949	.35742188	.50013667	53603.645	54904.773	90436.656	38067.418	.38117647
2003	DEU	.2128727	.43085939	.29798248	839065.94	670656	2155284.3	372674	.22397381
2003	DNK	.28849825	.44101563	.35202369	85723.891	69948.602	180368.3	42757.387	.26287356
2003	ESP	.24293789	.47539061	.3790808	195988.31	238769.47	886542.63	141501.2	.22056596
2003	EST	.3625485	.32617188	.43298551	5829.6284	6606.2749	10850.779	3801.2502	.39604998
2003	FIN	.24673373	.36132813	.31221879	61683.82	48458.449	140780.47	31777.209	.2393432
2003	FRA	.22591792	.54794919	.36157233	427267.38	402447.84	1685735.8	237400.75	.1904625
2003	GBR	.17413723	.39882812	.25076899	443246.59	441883.06	1775141.8	217273.36	.19919103
2003	GRC	.26250374	.49882811	.34478682	26264.076	57366.289	214448.78	20503.012	.23831834
2003	HUN	.43921784	.50517577	.58065885	46029.438	50094.719	82392.305	35463.773	.39007974
2003	IDN	.16783805	.26435548	.22117254	73677.023	52966.543	224184.97	39192.711	.17782243
2003	IND	.14392443	.47460938	.28867051	88181.711	86656.922	600627.56	65958.32	.12580684
2003	IRL	.40630507	.28662109	.44970927	125481.45	96366.195	120381.7	68484.664	.39195055
2003	ITA	.1947833	.46210939	.3479484	341425.31	334460.22	1429106.5	197971.34	.18890382
2003	JPN	.091620982	.44960937	.17005768	508743.94	393676.22	4098694.5	238492.88	.085443623
2003	KOR	.29710153	.41914064	.3991788	223611.75	193962.75	589295.69	142887.3	.23860374
2003	LTU	.33714795	.52509767	.489373	7706.1147	9191.9561	18832.76	5310.9819	.34635818
2003	LUX	.55295444	.33242187	.58144695	33911.645	28878.828	22602.775	21340.039	.51099926
2003	LVA	.28036904	.36367187	.37821674	4269.9609	5449.8857	11841.751	2928.1177	.33825615
2003	MEX	.30386516	.59960938	.43378031	168192.92	170040.23	688485	107194.41	.19848794
2003	MLT	.43708402	.47617188	.53187007	3059.0459	3638.929	5250.7808	2024.6924	.43790671
2003	NLD	.31236905	.39023438	.39253607	266519.69	222165.97	470138.63	148667.69	.30158618
2003	POL	.28664929	.47617188	.43043372	71127.055	73868.523	208859.7	47580.777	.26382864
2003	PRT	.28809696	.52685547	.43467742	39403.391	52010.688	160004.92	28522.455	.26082507
2003	ROM	.29136539	.39414063	.3971138	18960.547	23491.879	61050.27	13312.198	.29360878
2003	RUS	.096481681	.070849612	.10517422	128799.05	86035.82	354442.72	41192.379	.17803888
2003	RoW	.27091798	.36835939	.34329981	1308815.1	1469827.6	3897372.8	906600.81	.28232321
2003	SVK	.46641883	.44726563	.57887453	24339.561	24067.104	32019.514	16962.75	.42703158
2003	SVN	.35895839	.39492187	.43585813	14287.013	14456.138	27479.602	8750.0947	.34611705
2003	SWE	.2812002	.41914064	.37590575	130882.3	104826.95	270777.22	69286.453	.2609846
2003	TUR	.24010636	.55585939	.44775438	53189.164	66806.211	302309.5	45359.141	.18792254
2003	TWN	.37618548	.41914064	.44585168	172974.55	142925.58	275897.09	98430.055	.31841081
2003	USA	.09809918	.49023438	.19168925	945047.31	1391176.3	11600000	689335	.11089446
2004	AUS	.1295874	.33789063	.20670749	122754.3	131595.58	638026.81	69652.109	.1729743
2004	AUT	.30868927	.45039064	.41068298	132051.94	122693.66	268179.06	73833.609	.30655712
2004	BEL	.39656854	.42851561	.48266274	238705.53	210429.5	318086.88	139383.05	.37793168
2004	BGR	.38294676	.43789062	.52981067	12285.348	14474.402	24816.004	9140.9502	.39013141
2004	BRA	.12852082	.46914062	.26839125	109195.01	79039.969	594867.25	56419.234	.11226276
2004	CAN	.24618539	.38476563	.30635053	374927.44	315849.25	901906.75	180429.08	.24736904
2004	CHN	.25005549	.28779298	.34719884	655829.13	570738.94	1874275.6	433731.91	.22557917
2004	CYP	.26355568	.56367189	.41890267	3349.8115	6384.3115	17609.646	2628.6968	.30460289
2004	CZE	.42314714	.34492189	.51081437	73695.672	72308.164	105369.99	50726.359	.40380809
2004	DEU	.22581805	.43085939	.31254452	1007507.3	789020.38	2400220.8	456004.03	.23153853
2004	DNK	.29332909	.44179687	.35815316	98085.016	83296.906	210178.06	50375.676	.27021369
2004	ESP	.25529346	.47460938	.38694152	229314.22	293693.97	1060553.9	171883.34	.22769302
2004	EST	.31990242	.25732422	.37561402	6843.5801	7725.7046	13743.957	4345.3818	.37526125
2004	FIN	.26960102	.38085938	.34103194	73102.305	58277.793	163067.89	39910.051	.24676184
2004	FRA	.23607542	.54970706	.37135708	492932.38	476344.72	1940223.5	282204.25	.19577238
2004	GBR	.17517056	.39414063	.25735176	523620.75	534548.94	2126650.3	276809.5	.20169595
2004	GRC	.27582067	.50634766	.3542335	36579.137	67830.344	248425.67	27271.854	.23799719
2004	HUN	.44726017	.50224608	.58007872	59362.41	63431.105	99662.086	44290.305	.39887631
2004	IDN	.19104771	.25205079	.24260832	81394.055	65882.078	240366.66	46332.867	.20475489
2004	IND	.17584565	.48007813	.3278811	123820.23	128122.55	708167.63	95749.516	.15399569
2004	IRL	.41730526	.27783203	.45726418	149748.22	117771.7	143662.27	84303.148	.40138888
2004	ITA	.2060217	.46289063	.36023495	405297.41	395652.88	1635604.4	238857.13	.1938618
2004	JPN	.10181923	.44414061	.18220076	613148.31	467719.97	4425186	289067.69	.09283226
2004	KOR	.31345537	.38867188	.40114874	289120.5	240516.63	645864.94	178837.64	.25724104
2004	LTU	.33024305	.53037107	.48890474	9118.8682	11091.372	23135.27	6466.0083	.34387439
2004	LUX	.58997685	.32695311	.61463141	44264.246	38409.27	26388.797	29223.232	.54363221
2004	LVA	.30358988	.40000001	.41970998	5203.7544	7141.4546	15031.294	3887.5486	.352925
2004	MEX	.31566882	.60654294	.44918573	191138.69	195191.52	750282.19	123963.82	.20733714
2004	MLT	.43924901	.46679688	.53351671	3345.3403	4078.3943	5999.8115	2307.9795	.43641821
2004	NLD	.32462406	.39882812	.40674359	313839.41	257878.86	526815.19	177490.13	.3067596
2004	POL	.30843139	.48632813	.46315929	93780.531	95764.781	243967.39	62578.742	.28353921
2004	PRT	.29910183	.53564453	.45039338	45584.91	62850.102	185917.63	34275.629	.27148774
2004	ROM	.30641282	.41757813	.42616326	25567.908	32323.281	78975.461	18696.773	.30918539
2004	RUS	.078657404	0	.073468588	174985.63	108093.68	475425.84	48394.961	.16619277
2004	RoW	.27756873	.35351563	.34408212	1623206.3	1798467.1	4532294	1117195.6	.29217237
2004	SVK	.45569265	.46835938	.57834309	30296.914	30326.504	40971.949	20886.859	.42552248
2004	SVN	.38781947	.39648438	.46329755	18044.291	18654.943	32350.072	11471.988	.37017918
2004	SWE	.28576216	.40117186	.36950505	159190.88	123953.54	306333.16	81912.352	.26626667
2004	TUR	.25863537	.55585939	.45121223	71898.789	93903.938	390403.13	59872.016	.20312254
2004	TWN	.4225564	.42460936	.4933511	206297.2	185090.77	311310.34	128567.18	.35758901
2004	USA	.11584847	.50341797	.22444968	1073132.5	1624997.1	12500000	874183.44	.1197216
2005	AUS	.13409248	.33085936	.2034896	149343.22	151441.7	705959.63	80858.914	.17706208
2005	AUT	.31691703	.44335938	.41795799	144305.81	133793.88	280198.41	81308.211	.31517678
2005	BEL	.40622512	.44335938	.49414405	247065.8	221153.78	336740.72	148021.66	.37881348
2005	BGR	.34255123	.41367188	.49166277	10701.976	14190.528	28482.756	8377.6982	.36214432
2005	BRA	.11849654	.46289063	.24993305	134029.8	96807.008	795202.69	67537.063	.10417953
2005	CAN	.23736899	.37929687	.29828125	416185.09	355455.47	1037155.3	201749.3	.24457826
2005	CHN	.25360006	.25908202	.33605441	836718.81	670058.94	2123614.5	525262.25	.22634578
2005	CYP	.22346294	.45039064	.3400324	3450.0903	6664.356	18863	2501.0625	.29867473
2005	CZE	.43158421	.35273439	.51496309	85928.977	81433.609	116670.24	58122.031	.40194434
2005	DEU	.24169043	.42460936	.32801875	1096000	865640.06	2427501.3	511121.75	.2456761
2005	DNK	.32459214	.44414061	.39145452	112538.84	96932.125	220830.02	61490.16	.2907654
2005	ESP	.26331431	.47539061	.39955229	245985.92	326928.69	1156846.4	190818.17	.23304902
2005	EST	.3599861	.27841797	.41507587	8210.8945	9115.8057	14990.559	5508.0015	.39289805
2005	FIN	.30331713	.40351564	.38854027	79071.609	68175.828	173329.67	48127.59	.27010888
2005	FRA	.24744435	.56210935	.39216992	517609.75	517951.34	2035951.3	310659	.20283492
2005	GBR	.17691438	.36914063	.25270993	547244.81	574998.75	2219255.5	298002.16	.20784336
2005	GRC	.25705492	.49335939	.34233969	37936.25	68675.086	258633.06	27454.328	.23156504
2005	HUN	.45203573	.46367186	.56355834	67510.242	70392.297	105698.15	49384.426	.40640235
2005	IDN	.18780357	.18857422	.22297692	93886.82	78243.844	264891.81	52352.203	.2180839
2005	IND	.20056282	.49648437	.3549442	157727.97	169922.11	838895.13	122513.32	.17049786
2005	IRL	.42061815	.29248047	.46896333	159911.94	131133.92	162039.95	91970.125	.40730906
2005	ITA	.22086228	.46992189	.38034239	428302.31	429718.53	1692797.1	265850.22	.20259236
2005	JPN	.1168443	.44414061	.20582294	653686.56	530733.06	4424927	337252.13	.10450353
2005	KOR	.32051376	.40273437	.41781372	327944.66	281709.81	770938.5	213349.55	.25636011
2005	LTU	.35784909	.48554689	.48197198	12539.707	14441.405	26710.889	8504.3857	.3679283
2005	LUX	.58871609	.31367189	.61676824	49834.598	42511.949	28334.213	32969.332	.54384798
2005	LVA	.29911983	.36601561	.40437138	6561.4224	8617.0615	17242.576	4695.4937	.36200058
2005	MEX	.2989316	.58789063	.43232962	218309.89	219826.55	835482.19	137732.94	.20860524
2005	MLT	.42849761	.43085939	.51778877	3577.498	4367.5864	6362.6167	2467.7397	.43938994
2005	NLD	.33635059	.39648438	.41520217	341871.75	276263.22	544249.13	194330.73	.31176698
2005	POL	.301384	.48085937	.45258221	112144.88	109753.16	286047.19	73109.031	.27562872
2005	PRT	.30676374	.54150391	.46662933	46689.047	66279.344	193276.45	36845.973	.27620363
2005	ROM	.29522273	.40000001	.40426314	31153.801	41395.488	103750.51	23935.936	.30685076
2005	RUS	.075137705	0	.071198821	226895.34	137665.44	602804.69	61198.074	.16592194
2005	RoW	.27545729	.33710939	.33189201	2014786.5	2135586	5170812.5	1331370	.2972036
2005	SVK	.45707384	.47148436	.58341289	34796.844	35572.91	47250.086	24063.377	.43356785
2005	SVN	.40310863	.39492187	.47205031	20166.838	20708.977	34224.559	12825.799	.38073993
2005	SWE	.30055282	.40273437	.38702694	170943.42	136436.25	315517.09	90728.844	.28046727
2005	TUR	.256935	.56914061	.46348968	83868.938	112728.18	484176.31	72506.5	.1984493
2005	TWN	.43483448	.43085939	.50210339	226720.56	200893.33	332014.91	142840.56	.35954997
2005	USA	.12413131	.49814454	.23661302	1187011.4	1834853.3	13300000	1019722.8	.12665506
2006	AUS	.14279079	.34023437	.21212769	161914.5	161775.14	752184.19	87956.008	.17697777
2006	AUT	.32780907	.44257814	.42956117	162637.2	147182.5	295069.56	91474.203	.32156506
2006	BEL	.42275554	.45351562	.51394415	273343.03	246146.92	358061.22	167453.77	.38984045
2006	BGR	.33587	.28955078	.4225665	18922.043	20576.428	33643.703	12365.217	.39144176
2006	BRA	.11690741	.47226563	.24853097	156508.08	118388	984053.31	80851.078	.10379801
2006	CAN	.23886563	.39648438	.30171147	447523.31	394786.22	1184180.1	221584.45	.24194729
2006	CHN	.24878578	.23476562	.32522964	1061578	802127.75	2494241.5	641106.81	.22558169
2006	CYP	.25703174	.49492186	.38127151	3796.7695	7593.4697	20693.42	2974.979	.31006169
2006	CZE	.45192167	.35664064	.53803015	103876.18	98543.68	133873.09	72086.289	.41448572
2006	DEU	.25995138	.41523439	.34184173	1258715	1003709.3	2533327.8	594736.5	.26468828
2006	DNK	.35346204	.43242186	.41406274	128101.82	115795.46	239265.2	73488.047	.31520376
2006	ESP	.28567442	.49335939	.4298529	278285.22	377946.47	1274467.4	224912.53	.24340418
2006	EST	.43170461	.41679686	.5247702	10009.093	11651.085	17377.313	6924.335	.42543316
2006	FIN	.32842121	.40117186	.40405434	91424.992	78162.406	181962.59	54538.176	.28590328
2006	FRA	.26172045	.56445313	.40635738	559843.19	569438.38	2159155.3	346115.66	.20942946
2006	GBR	.18331154	.37539062	.26198322	607572.75	632001.06	2374982	331882.25	.21189924
2006	GRC	.28486365	.49257812	.36674437	43661.844	80437.734	284219.47	30933.4	.24532577
2006	HUN	.47797349	.43320313	.57324409	81417.633	83013.078	107885.91	59362.047	.43851838
2006	IDN	.16444549	.16513672	.19262426	112559.64	88144.219	346386.84	61056.008	.19205773
2006	IND	.20960702	.47539061	.36546278	198123.95	213375.17	947707.19	158899.31	.18621869
2006	IRL	.4106591	.30273438	.46765491	170932.38	143958.75	184763.91	98316.469	.40472379
2006	ITA	.24453232	.48085937	.41494277	481657	496999.28	1785815.5	316158.38	.21918647
2006	JPN	.13919	.43867189	.23604515	703104.31	591311.63	4219379.5	394143.44	.12012465
2006	KOR	.33193681	.40585938	.43034783	373619.09	331011	877018.38	250526.13	.26467383
2006	LTU	.36276692	.48710936	.48775217	14802.129	17761.908	31585.998	9927.6279	.38289773
2006	LUX	.60468704	.28779298	.62746614	62816.273	51665.707	29456.559	41729.398	.55992329
2006	LVA	.31830764	.42148438	.46231395	7471.603	11386.667	22715.15	6231.2695	.3772074
2006	MEX	.29966855	.58398438	.42872486	251495.91	250118.98	936424.5	155655.41	.21055198
2006	MLT	.46287122	.41054687	.5414418	4339.1494	5158.8877	6760.3228	3060.106	.46478677
2006	NLD	.3511059	.39648438	.42767575	374203.84	309369.25	583072.13	218526.56	.32317665
2006	POL	.3267259	.47617188	.477247	137120.59	137410.61	324890.16	93629.438	.29741865
2006	PRT	.31795692	.53154296	.46588913	55476.367	74631.977	204838.94	42128.453	.28669837
2006	ROM	.29281229	.40351564	.40925199	38170.105	52856.406	130244.63	29788.492	.31384671
2006	RUS	.072082743	0	.067898661	285063.91	177506.77	790493.06	75893.836	.16503707
2006	RoW	.27259564	.33710939	.32815975	2317531.5	2481827.5	5955605.5	1547291.5	.29998627
2006	SVK	.48252654	.45585936	.59157586	44573.172	45020.051	55319	30947.662	.45068648
2006	SVN	.41542408	.37773436	.47591034	23592.172	24089.404	37343.715	14881.124	.39532375
2006	SWE	.31226054	.40000001	.39710844	192960.41	155369.56	339604	103516.48	.29173854
2006	TUR	.28352031	.59101564	.49814412	96586.477	135671.41	541456	86844.688	.21263695
2006	TWN	.45771897	.42382813	.51997197	250928	218687.45	336705.38	161639.69	.37214947
2006	USA	.13145983	.50341797	.24728678	1348900.3	2032551.1	14100000	1145546.9	.13156608
2007	AUS	.15195309	.35273439	.22656396	195359.2	203614.14	916600.69	112033.59	.18311284
2007	AUT	.33306721	.43710938	.43132341	194688.09	174264.31	338807.94	108578.3	.32664594
2007	BEL	.43358293	.45585936	.52330631	324688.84	292889.78	411351.63	201407.25	.39792618
2007	BGR	.4443776	.45195311	.59998751	23672.799	30675.434	44046.73	19772.752	.45297766
2007	BRA	.1185479	.46914062	.25065538	182673.14	153431.64	1253047.5	103015.1	.10686734
2007	CAN	.23296624	.40429688	.29943207	479760.69	429994.47	1321416	237927.91	.23872976
2007	CHN	.2433933	.22539063	.31559452	1342004.1	973630.81	3176598.3	795463.19	.21547167
2007	CYP	.28211623	.49492186	.40011302	4611.5791	9632.7842	24877.604	3729.0317	.32665485
2007	CZE	.45878211	.34960938	.53841573	133682.14	123846.64	160249.19	90236.727	.4213455
2007	DEU	.26684186	.40976563	.34780037	1510355.9	1170974.9	2835592	711750.63	.26944062
2007	DNK	.36700511	.43710938	.43203771	147311.58	135452.42	274629.13	87483.656	.32102242
2007	ESP	.29176569	.50224608	.43892372	334952.88	453611.84	1494496.9	273135.03	.24794988
2007	EST	.38105032	.40039063	.4815146	11380.256	13466.351	22206.619	7769.3413	.40094087
2007	FIN	.32593063	.40195313	.40268153	109319.49	92552.172	215165.81	65047.816	.28522763
2007	FRA	.26661435	.57695311	.41928509	636358.94	660251	2489622.8	401281.84	.21121398
2007	GBR	.18138026	.37460938	.25836897	703544.63	729681.25	2728348	383868.19	.21261774
2007	GRC	.27998602	.48085937	.36184978	51368.77	98724.664	337117.19	35984.293	.25412673
2007	HUN	.48243198	.42382813	.56943816	103086.97	101586.19	127523.68	73504.633	.44050953
2007	IDN	.15992925	.18173829	.19169793	125466.08	102583.45	415640.81	68672.711	.18958074
2007	IND	.21084623	.47539061	.36412099	242725.13	268350.44	1204682	199424.94	.1854008
2007	IRL	.40622485	.29248047	.46130145	202338.86	171829.48	215565.39	116295.45	.4111695
2007	ITA	.25049955	.47851563	.41681033	574777.88	577897.94	2017936.9	372066.97	.22289298
2007	JPN	.15310289	.43710938	.25127754	772058.5	639123.63	4201593	437864.91	.12850189
2007	KOR	.34212685	.39648438	.43518767	436228.16	385382.97	966246.31	291192.22	.27478787
2007	LTU	.31683803	.46367186	.44295269	17519.477	22277.305	41775.605	10862.955	.37570241
2007	LUX	.61259061	.26669922	.6310488	79144.18	64671.504	34660.914	52785.043	.56826544
2007	LVA	.30430073	.44960937	.45671082	10035.707	15338.8	32441.643	8408.5332	.36110538
2007	MEX	.29508165	.58085936	.42397127	275760.13	277634	1022320.8	170098.55	.21388036
2007	MLT	.45487434	.38164061	.52882636	5320.7524	6223.1943	7877.4819	3707.3401	.47151718
2007	NLD	.35041219	.39101562	.42227975	436276.72	357993.69	671502.06	250347.63	.32316351
2007	POL	.32793072	.46757811	.47692123	174806.16	179302.88	409328.41	118620.55	.30695474
2007	PRT	.31367746	.52392578	.45755747	66247.695	87100.148	237321.09	48781.199	.28692064
2007	ROM	.27543595	.41132814	.39740089	48894.801	71798.656	183822.88	38045	.30852258
2007	RUS	.069018669	0	.066181801	326695.75	241530.3	1095176.3	98946.898	.16986781
2007	RoW	.27996171	.33789063	.33748922	2656330.5	3029337.5	7159128	1850627	.30862924
2007	SVK	.47502851	.43867189	.5804764	61061.863	59368.938	71808.758	41776.574	.44681764
2007	SVN	.42147297	.37070313	.48424348	29219.039	30342.359	45911.445	18936.164	.40386215
2007	SWE	.3186709	.41132814	.41109768	226789.44	186026.55	395724.25	124390.23	.29883125
2007	TUR	.29377687	.59970701	.50520676	119530.02	164454.83	661962.75	107908.07	.21043679
2007	TWN	.45740247	.40585938	.5161292	277126.03	235846.05	346764.22	175477.89	.37802491
2007	USA	.13273142	.49960938	.24512333	1530925.4	2161402.8	14800000	1222666.4	.1323503
2008	AUS	.15774985	.34960938	.22608258	243242.17	223979.5	984650	126661.27	.18240975
2008	AUT	.3403779	.43164063	.43855473	218578.16	197448.31	376966.84	124516.59	.33154222
2008	BEL	.46113789	.47617188	.55777305	375094.16	354991.53	470776.16	246616.72	.41967607
2008	BGR	.4391357	.44414061	.58625925	28533.014	37860.242	54463.691	23542.955	.45616561
2008	BRA	.13008074	.46523437	.2711376	225925.78	211376.03	1528972.5	144373.78	.12044916
2008	CAN	.22528715	.40898436	.30275083	511222.81	465299.25	1411603.1	257644.31	.2419872
2008	CHN	.22396035	.22773437	.29997289	1581532.9	1165162.3	4158318.5	938516	.2029952
2008	CYP	.30211532	.55351561	.46190464	5147.4307	11415.839	29352.525	4382.9102	.33089429
2008	CZE	.45501864	.35976562	.53874576	160845.92	149210.14	201160.02	109662.2	.41217595
2008	DEU	.27540699	.42773438	.36023581	1671979.6	1323009.8	3129273	811526.63	.27555513
2008	DNK	.38752973	.46132812	.45439681	172483.94	156527.13	302105.09	102896.66	.32981613
2008	ESP	.29321346	.51337892	.44888642	366573.16	483950.56	1659682.1	301998.81	.23883988
2008	EST	.37452883	.36132813	.44814742	13084.973	13935.88	23128.262	8402.332	.38482836
2008	FIN	.34005985	.39414063	.41548187	123398.02	108837.96	241733.97	77016.766	.29807842
2008	FRA	.27766272	.55507815	.42682955	704818.88	745498.94	2765315.3	460090.34	.21483289
2008	GBR	.19988354	.35976562	.26655796	737461.63	748582.5	2594315.3	399782.06	.22467966
2008	GRC	.2936461	.48710936	.38618049	60927.844	115536.13	380873.25	42293.48	.26151165
2008	HUN	.48051846	.43398437	.57680678	116244.72	116238.97	146158.5	83639.531	.44297844
2008	IDN	.16760279	.13544922	.19073214	150603.3	137567.52	506276.78	87298.125	.20942561
2008	IND	.21888106	.51982421	.39136001	259622.89	294846.69	1329637.4	211301.47	.18552448
2008	IRL	.42092252	.28251952	.47256371	213772.95	181990.36	219650.33	126292.63	.41989058
2008	ITA	.2552475	.48710936	.42441258	620446.25	633477.94	2211442.8	408892.78	.22369447
2008	JPN	.18072291	.45976561	.30020347	861051.19	782840	4735979.5	565359.25	.13986702
2008	KOR	.41623771	.39101562	.50641221	495057.31	473784.94	898678.94	366926.56	.33993873
2008	LTU	.39316195	.51513672	.5291096	24346.732	29376.438	49922.234	17030.408	.39554122
2008	LUX	.61667043	.27080077	.63433433	90750.609	74058.078	39493.367	61106.797	.56861037
2008	LVA	.28778374	.40507811	.40802941	12076.112	16280.536	36267.066	9201.6787	.33677009
2008	MEX	.28814217	.5746094	.41716722	284015.88	294482.5	1106151.9	176991.5	.21183234
2008	MLT	.43779573	.38007814	.51493883	5961.311	6853.3579	8970.6895	4102.8184	.45897117
2008	NLD	.37083516	.38007814	.43593228	527855.13	438605.72	751489.38	309407	.34283629
2008	POL	.32624361	.46914062	.47835866	213238.3	225277.38	520890.16	148005.44	.3068637
2008	PRT	.32984731	.54326171	.48812324	72611.117	100750.89	265071.78	56629.367	.29835948
2008	ROU	.27952433	.40000001	.39851749	60280.25	86273.898	220896.91	46468.391	.30683112
2008	RUS	.071019322	0	.068213239	424573.44	322083.97	1409500.8	130374.48	.1756112
2008	RoW	.25973567	.30742186	.30587593	3336283.8	3569754	8519424	2187988.5	.30110005
2008	SVK	.46606714	.43710938	.57510096	73507.383	72874.141	92710.25	50802.121	.43842605
2008	SVN	.41145629	.37304688	.47549748	32166.34	34397.055	54070.793	20903.201	.39886594
2008	SWE	.3361308	.41914064	.43165722	248132.59	208723.92	424529.63	141048.48	.31029528
2008	TUR	.22330815	.48710936	.35588822	147548.3	192754.44	746949.69	98921.898	.21548896
2008	TWN	.48625988	.42539063	.55003619	288769.5	258045.08	364682.38	194659.02	.39489532
2008	USA	.15101783	.51337892	.27556568	1641838.6	2337644.8	15100000	1390790.5	.13962892
2009	AUS	.12645385	.30039063	.18106674	200696.48	192821.09	975694.88	106133.06	.16390897
2009	AUT	.29653737	.43007812	.39724678	168010.11	153419.23	350168.22	91994.484	.29607421
2009	BEL	.40545097	.45117188	.49289176	301037.72	275136.13	429727.41	181375.38	.37650418
2009	BGR	.34512907	.35273439	.46950695	21725.164	24912.59	46036.879	15880.828	.36764815
2009	BRA	.10159813	.46367186	.2230524	177168.16	168974.34	1509595.9	106412.34	.10017663
2009	CAN	.20598258	.41523439	.29405516	377137.53	381023.53	1292959.1	203866.52	.2281446
2009	CHN	.18883315	.23085937	.26267412	1333217.1	1048884.5	4748920	818232.56	.17245328
2009	CYP	.25954708	.47851563	.3665126	4628.4951	8671.1064	26052.65	3758.895	.28262004
2009	CZE	.41231579	.36757812	.49935547	121602.41	110242.02	172837.06	78305.656	.37441319
2009	DEU	.23712642	.45117188	.32564417	1265888.4	1004959.2	2903953	574325.81	.24100657
