Level	Country	Bending	Reuse	Variance of Reuse
29	DEU	0.7	0.307133187	4.51E-05
30	DEU	0.7	0.30709338	4.18E-05
31	DEU	0.7	0.307746596	4.00E-05
32	DEU	0.7	0.31067133	1.66E-05
33	DEU	0.7	0.311121142	1.43E-05
34	DEU	0.7	0.311410361	1.26E-05
35	DEU	0.7	0.310798404	3.15E-32
1	DEU	0.8	0.32503744	9.71E-22
2	DEU	0.8	0.326473675	8.85E-06
3	DEU	0.8	0.328397726	9.42E-06
4	DEU	0.8	0.328628277	1.42E-05
5	DEU	0.8	0.328638117	1.11E-05
6	DEU	0.8	0.328120714	2.01E-05
7	DEU	0.8	0.328342154	2.34E-05
8	DEU	0.8	0.329356426	3.46E-05
9	DEU	0.8	0.330088606	3.15E-05
10	DEU	0.8	0.330120013	3.69E-05
11	DEU	0.8	0.32754763	6.25E-05
12	DEU	0.8	0.327598867	4.84E-05
13	DEU	0.8	0.326646388	7.35E-05
14	DEU	0.8	0.326059857	9.37E-05
15	DEU	0.8	0.326633535	7.64E-05
16	DEU	0.8	0.326975901	8.45E-05
17	DEU	0.8	0.328242892	1.02E-04
18	DEU	0.8	0.328522095	9.54E-05
19	DEU	0.8	0.328718912	9.58E-05
20	DEU	0.8	0.32966157	8.69E-05
21	DEU	0.8	0.330090225	9.45E-05
22	DEU	0.8	0.330050858	9.30E-05
23	DEU	0.8	0.329205131	4.95E-05
24	DEU	0.8	0.329161123	4.15E-05
25	DEU	0.8	0.328860419	3.82E-05
26	DEU	0.8	0.328304415	3.62E-05
27	DEU	0.8	0.328240055	5.12E-05
28	DEU	0.8	0.330816321	4.65E-05
29	DEU	0.8	0.330040993	3.16E-05
30	DEU	0.8	0.329503206	2.84E-05
31	DEU	0.8	0.329517127	2.93E-05
32	DEU	0.8	0.330283164	1.74E-05
33	DEU	0.8	0.330592421	1.57E-05
34	DEU	0.8	0.330626352	1.34E-05
35	DEU	0.8	0.329876276	1.01E-32
1	DEU	0.9	0.372911519	3.86E-23
2	DEU	0.9	0.373653851	3.68E-06
3	DEU	0.9	0.374881135	5.50E-06
4	DEU	0.9	0.374876738	7.25E-06
5	DEU	0.9	0.374884282	5.59E-06
6	DEU	0.9	0.372910936	2.95E-05
7	DEU	0.9	0.372399591	3.25E-05
8	DEU	0.9	0.3728865	3.68E-05
9	DEU	0.9	0.373453114	3.44E-05
10	DEU	0.9	0.373234956	3.58E-05
11	DEU	0.9	0.370133375	8.08E-05
12	DEU	0.9	0.370039295	6.67E-05
13	DEU	0.9	0.367860972	1.07E-04
14	DEU	0.9	0.366077256	1.64E-04
15	DEU	0.9	0.366263168	1.50E-04
16	DEU	0.9	0.366406263	1.56E-04
17	DEU	0.9	0.366438983	1.44E-04
18	DEU	0.9	0.366445215	1.32E-04
19	DEU	0.9	0.365848944	1.27E-04
20	DEU	0.9	0.36637098	1.18E-04
21	DEU	0.9	0.36660917	1.23E-04
22	DEU	0.9	0.366623077	1.19E-04
23	DEU	0.9	0.365461443	7.58E-05
24	DEU	0.9	0.363829101	7.20E-05
25	DEU	0.9	0.363418899	5.76E-05
26	DEU	0.9	0.361874534	6.23E-05
27	DEU	0.9	0.36128767	8.06E-05
28	DEU	0.9	0.362953771	7.81E-05
29	DEU	0.9	0.360631003	3.33E-05
30	DEU	0.9	0.359634681	2.47E-05
31	DEU	0.9	0.358949737	3.06E-05
32	DEU	0.9	0.357134948	1.79E-05
33	DEU	0.9	0.357237915	1.69E-05
34	DEU	0.9	0.356827117	1.27E-05
35	DEU	0.9	0.355975711	2.38E-32
1	DEU	1	0.430354844	6.61E-25
2	DEU	1	0.43167325	2.90E-06
3	DEU	1	0.433071781	3.42E-06
4	DEU	1	0.433634596	3.79E-06
5	DEU	1	0.434207255	3.58E-06
6	DEU	1	0.430699263	7.49E-05
7	DEU	1	0.430147735	9.20E-05
8	DEU	1	0.431095874	8.71E-05
9	DEU	1	0.432323642	9.05E-05
10	DEU	1	0.433133644	9.38E-05
11	DEU	1	0.430834152	2.28E-04
12	DEU	1	0.431274931	2.19E-04
13	DEU	1	0.427820676	3.26E-04
14	DEU	1	0.423059836	4.02E-04
15	DEU	1	0.423627583	3.97E-04
16	DEU	1	0.424255877	3.96E-04
17	DEU	1	0.422659465	3.26E-04
18	DEU	1	0.422804375	3.14E-04
19	DEU	1	0.420538826	3.04E-04
20	DEU	1	0.42008268	2.60E-04
21	DEU	1	0.420120302	2.59E-04
22	DEU	1	0.420494811	2.57E-04
23	DEU	1	0.419288899	1.95E-04
24	DEU	1	0.415920072	1.86E-04
25	DEU	1	0.415225117	1.39E-04
26	DEU	1	0.412061348	1.71E-04
27	DEU	1	0.410700564	1.94E-04
28	DEU	1	0.411075261	1.71E-04
29	DEU	1	0.405838666	6.36E-05
30	DEU	1	0.404561633	4.98E-05
31	DEU	1	0.403009048	6.74E-05
32	DEU	1	0.398050813	2.73E-05
33	DEU	1	0.397728697	2.60E-05
34	DEU	1	0.396534899	1.13E-05
35	DEU	1	0.395542321	3.24E-32
1	DNK	0	0.211305017	2.37E-10
2	DNK	0	0.21332893	9.66E-06
3	DNK	0	0.216627529	3.67E-05
4	DNK	0	0.221935118	1.53E-04
5	DNK	0	0.227957178	1.94E-04
6	DNK	0	0.229622783	1.68E-04
7	DNK	0	0.23266057	1.73E-04
8	DNK	0	0.24093916	3.43E-04
9	DNK	0	0.243092109	3.53E-04
10	DNK	0	0.247588174	3.44E-04
11	DNK	0	0.251979337	4.04E-04
12	DNK	0	0.259307973	4.24E-04
13	DNK	0	0.26468075	5.84E-04
14	DNK	0	0.266525498	5.73E-04
15	DNK	0	0.269009632	6.01E-04
16	DNK	0	0.271175721	5.96E-04
17	DNK	0	0.280386725	5.31E-04
18	DNK	0	0.283795374	3.86E-04
19	DNK	0	0.28709924	2.48E-04
20	DNK	0	0.288547828	2.57E-04
21	DNK	0	0.290273125	3.07E-04
22	DNK	0	0.295333721	1.73E-04
23	DNK	0	0.297966745	1.25E-04
24	DNK	0	0.300973376	1.24E-04
25	DNK	0	0.302877204	1.56E-04
26	DNK	0	0.309331144	5.23E-05
27	DNK	0	0.311254734	5.74E-05
28	DNK	0	0.313141553	6.60E-05
29	DNK	0	0.313348605	5.65E-05
30	DNK	0	0.314901835	4.37E-05
31	DNK	0	0.316232323	4.82E-05
32	DNK	0	0.319905068	1.50E-05
33	DNK	0	0.32080346	1.38E-05
34	DNK	0	0.321961672	9.08E-06
35	DNK	0	0.324592132	1.56E-32
1	DNK	0.1	0.224793847	3.77E-13
2	DNK	0.1	0.226610903	8.03E-06
3	DNK	0.1	0.229650341	3.13E-05
4	DNK	0.1	0.234384292	1.30E-04
5	DNK	0.1	0.239962449	1.69E-04
6	DNK	0.1	0.241259071	1.45E-04
7	DNK	0.1	0.244110364	1.50E-04
8	DNK	0.1	0.251887451	2.94E-04
9	DNK	0.1	0.253863932	3.02E-04
10	DNK	0.1	0.258199954	2.93E-04
11	DNK	0.1	0.262090343	3.45E-04
12	DNK	0.1	0.268804206	3.63E-04
13	DNK	0.1	0.273799281	5.05E-04
14	DNK	0.1	0.27547095	4.97E-04
15	DNK	0.1	0.277800775	5.19E-04
16	DNK	0.1	0.279776457	5.15E-04
17	DNK	0.1	0.288329766	4.62E-04
18	DNK	0.1	0.291329361	3.40E-04
19	DNK	0.1	0.294387452	2.17E-04
20	DNK	0.1	0.295651435	2.23E-04
21	DNK	0.1	0.297285047	2.68E-04
22	DNK	0.1	0.301906375	1.53E-04
23	DNK	0.1	0.304391772	1.10E-04
24	DNK	0.1	0.307195148	1.11E-04
25	DNK	0.1	0.308982247	1.41E-04
26	DNK	0.1	0.31511953	4.91E-05
27	DNK	0.1	0.31701754	5.39E-05
28	DNK	0.1	0.318846176	6.25E-05
29	DNK	0.1	0.318953419	5.30E-05
30	DNK	0.1	0.320376929	4.12E-05
31	DNK	0.1	0.321605674	4.51E-05
32	DNK	0.1	0.325006303	1.46E-05
33	DNK	0.1	0.325742836	1.24E-05
34	DNK	0.1	0.326733321	7.93E-06
35	DNK	0.1	0.329507179	1.72E-32
1	DNK	0.2	0.240642576	1.23E-15
2	DNK	0.2	0.242209012	6.40E-06
3	DNK	0.2	0.244937279	2.56E-05
4	DNK	0.2	0.24898587	1.03E-04
5	DNK	0.2	0.254034794	1.41E-04
6	DNK	0.2	0.254903716	1.20E-04
7	DNK	0.2	0.257540968	1.25E-04
8	DNK	0.2	0.264734099	2.43E-04
9	DNK	0.2	0.266547105	2.46E-04
10	DNK	0.2	0.270674221	2.38E-04
11	DNK	0.2	0.274011164	2.82E-04
12	DNK	0.2	0.280046839	2.98E-04
13	DNK	0.2	0.284633697	4.19E-04
14	DNK	0.2	0.286093283	4.14E-04
15	DNK	0.2	0.288235325	4.32E-04
16	DNK	0.2	0.289992895	4.28E-04
17	DNK	0.2	0.297804047	3.87E-04
18	DNK	0.2	0.300356233	2.88E-04
19	DNK	0.2	0.303134324	1.83E-04
20	DNK	0.2	0.304202123	1.86E-04
21	DNK	0.2	0.305694544	2.26E-04
22	DNK	0.2	0.309832182	1.32E-04
23	DNK	0.2	0.312146837	9.57E-05
24	DNK	0.2	0.314719878	9.77E-05
25	DNK	0.2	0.316397785	1.25E-04
26	DNK	0.2	0.322170355	4.56E-05
27	DNK	0.2	0.324015546	4.97E-05
28	DNK	0.2	0.325756394	5.84E-05
29	DNK	0.2	0.325757584	4.92E-05
30	DNK	0.2	0.327038733	3.85E-05
31	DNK	0.2	0.328163497	4.20E-05
32	DNK	0.2	0.331237211	1.43E-05
33	DNK	0.2	0.331766662	1.10E-05
34	DNK	0.2	0.332563051	6.64E-06
35	DNK	0.2	0.33516375	2.91E-32
1	DNK	0.3	0.259505983	1.85E-17
2	DNK	0.3	0.260766418	4.88E-06
3	DNK	0.3	0.263111235	1.98E-05
4	DNK	0.3	0.266325013	7.46E-05
5	DNK	0.3	0.270745389	1.12E-04
6	DNK	0.3	0.271095571	9.34E-05
7	DNK	0.3	0.273477453	9.82E-05
8	DNK	0.3	0.2799752	1.92E-04
9	DNK	0.3	0.281510802	1.94E-04
10	DNK	0.3	0.285369317	1.85E-04
11	DNK	0.3	0.288040136	2.17E-04
12	DNK	0.3	0.293327197	2.30E-04
13	DNK	0.3	0.297437727	3.30E-04
14	DNK	0.3	0.298742846	3.27E-04
15	DNK	0.3	0.300603247	3.41E-04
16	DNK	0.3	0.302010741	3.37E-04
17	DNK	0.3	0.30895927	3.11E-04
18	DNK	0.3	0.310999402	2.36E-04
19	DNK	0.3	0.313345014	1.52E-04
20	DNK	0.3	0.314287903	1.51E-04
21	DNK	0.3	0.315593653	1.84E-04
22	DNK	0.3	0.319186157	1.12E-04
23	DNK	0.3	0.321299137	8.28E-05
24	DNK	0.3	0.323546811	8.56E-05
25	DNK	0.3	0.325039405	1.11E-04
26	DNK	0.3	0.330391819	4.19E-05
27	DNK	0.3	0.332116634	4.44E-05
28	DNK	0.3	0.333704293	5.43E-05
29	DNK	0.3	0.33354556	4.60E-05
30	DNK	0.3	0.334657267	3.68E-05
31	DNK	0.3	0.335625627	3.88E-05
32	DNK	0.3	0.338316628	1.42E-05
33	DNK	0.3	0.338594801	9.74E-06
34	DNK	0.3	0.339162794	5.18E-06
35	DNK	0.3	0.341523974	1.26E-32
1	DNK	0.4	0.280934481	6.77E-19
2	DNK	0.4	0.281862832	3.63E-06
3	DNK	0.4	0.28377242	1.45E-05
4	DNK	0.4	0.285992956	4.76E-05
5	DNK	0.4	0.289705684	8.28E-05
6	DNK	0.4	0.289447683	6.83E-05
7	DNK	0.4	0.291537415	7.34E-05
8	DNK	0.4	0.297219881	1.43E-04
9	DNK	0.4	0.298493619	1.42E-04
10	DNK	0.4	0.302007764	1.35E-04
11	DNK	0.4	0.304043065	1.58E-04
12	DNK	0.4	0.308492804	1.69E-04
13	DNK	0.4	0.312046794	2.48E-04
14	DNK	0.4	0.313143087	2.47E-04
15	DNK	0.4	0.31476379	2.58E-04
16	DNK	0.4	0.315975094	2.53E-04
17	DNK	0.4	0.321972107	2.29E-04
18	DNK	0.4	0.323408762	1.77E-04
19	DNK	0.4	0.325412031	1.15E-04
20	DNK	0.4	0.326018415	1.14E-04
21	DNK	0.4	0.327093151	1.41E-04
22	DNK	0.4	0.330075726	8.91E-05
23	DNK	0.4	0.331946745	6.90E-05
24	DNK	0.4	0.333875322	7.22E-05
25	DNK	0.4	0.335234552	9.39E-05
26	DNK	0.4	0.340089838	3.85E-05
27	DNK	0.4	0.341736876	3.93E-05
28	DNK	0.4	0.343220314	4.86E-05
29	DNK	0.4	0.342964184	3.99E-05
30	DNK	0.4	0.343866546	3.28E-05
31	DNK	0.4	0.344753806	3.55E-05
32	DNK	0.4	0.346981421	1.44E-05
33	DNK	0.4	0.346939367	8.66E-06
34	DNK	0.4	0.347231112	3.54E-06
35	DNK	0.4	0.349263	3.91E-32
1	DNK	0.5	0.306180559	3.52E-20
2	DNK	0.5	0.306739345	2.77E-06
3	DNK	0.5	0.308146751	1.00E-05
4	DNK	0.5	0.309182716	2.63E-05
5	DNK	0.5	0.312121424	5.90E-05
6	DNK	0.5	0.311144788	4.86E-05
7	DNK	0.5	0.312930996	5.38E-05
8	DNK	0.5	0.317564386	1.02E-04
9	DNK	0.5	0.31861988	9.83E-05
10	DNK	0.5	0.321723666	9.13E-05
11	DNK	0.5	0.323000086	1.04E-04
12	DNK	0.5	0.326511712	1.12E-04
13	DNK	0.5	0.329405077	1.69E-04
14	DNK	0.5	0.330235788	1.72E-04
15	DNK	0.5	0.331464733	1.81E-04
16	DNK	0.5	0.332301783	1.77E-04
17	DNK	0.5	0.337220306	1.51E-04
18	DNK	0.5	0.337968686	1.23E-04
19	DNK	0.5	0.339437437	8.42E-05
20	DNK	0.5	0.339759924	8.16E-05
21	DNK	0.5	0.340540188	1.00E-04
22	DNK	0.5	0.342806346	7.04E-05
23	DNK	0.5	0.34438758	5.95E-05
24	DNK	0.5	0.345859158	6.20E-05
25	DNK	0.5	0.346985056	7.93E-05
26	DNK	0.5	0.351266703	3.56E-05
27	DNK	0.5	0.352748987	3.37E-05
28	DNK	0.5	0.35405562	4.33E-05
29	DNK	0.5	0.35364754	3.47E-05
30	DNK	0.5	0.354287604	2.99E-05
31	DNK	0.5	0.35504209	3.24E-05
32	DNK	0.5	0.356723795	1.50E-05
33	DNK	0.5	0.356288233	8.05E-06
34	DNK	0.5	0.356246662	1.95E-06
35	DNK	0.5	0.357838835	1.37E-32
1	DNK	0.6	0.336985467	1.43E-21
2	DNK	0.6	0.337132786	2.46E-06
3	DNK	0.6	0.337961044	7.06E-06
4	DNK	0.6	0.337590743	1.80E-05
5	DNK	0.6	0.339582145	4.54E-05
6	DNK	0.6	0.337755694	3.90E-05
7	DNK	0.6	0.339114662	4.57E-05
8	DNK	0.6	0.342600506	7.36E-05
9	DNK	0.6	0.343255056	6.75E-05
10	DNK	0.6	0.345742496	6.14E-05
11	DNK	0.6	0.346178752	6.47E-05
12	DNK	0.6	0.348571752	7.75E-05
13	DNK	0.6	0.350669858	1.15E-04
14	DNK	0.6	0.351293576	1.18E-04
15	DNK	0.6	0.352105548	1.25E-04
16	DNK	0.6	0.352592036	1.17E-04
17	DNK	0.6	0.356169075	8.67E-05
18	DNK	0.6	0.356117251	7.89E-05
19	DNK	0.6	0.356886158	6.29E-05
20	DNK	0.6	0.356884272	5.96E-05
21	DNK	0.6	0.357271774	6.99E-05
22	DNK	0.6	0.358804277	5.71E-05
23	DNK	0.6	0.360022229	5.59E-05
24	DNK	0.6	0.360883709	5.62E-05
25	DNK	0.6	0.361689822	6.77E-05
26	DNK	0.6	0.365276908	3.49E-05
27	DNK	0.6	0.366495677	2.89E-05
28	DNK	0.6	0.36757735	3.94E-05
29	DNK	0.6	0.366998556	3.03E-05
30	DNK	0.6	0.36729848	2.76E-05
31	DNK	0.6	0.36790648	2.99E-05
32	DNK	0.6	0.368909449	1.68E-05
33	DNK	0.6	0.367954621	8.52E-06
34	DNK	0.6	0.367494839	9.43E-07
35	DNK	0.6	0.368458844	2.28E-32
1	DNK	0.7	0.374414885	5.54E-23
2	DNK	0.7	0.374035646	3.00E-06
3	DNK	0.7	0.37433773	6.03E-06
4	DNK	0.7	0.372302626	3.32E-05
5	DNK	0.7	0.373351585	5.31E-05
6	DNK	0.7	0.370594945	5.10E-05
7	DNK	0.7	0.371474095	5.96E-05
8	DNK	0.7	0.373512453	7.08E-05
9	DNK	0.7	0.373819692	6.44E-05
10	DNK	0.7	0.375531839	5.82E-05
11	DNK	0.7	0.375051075	5.67E-05
12	DNK	0.7	0.376242385	7.72E-05
13	DNK	0.7	0.377371089	9.57E-05
14	DNK	0.7	0.377721816	9.89E-05
15	DNK	0.7	0.377965465	1.04E-04
16	DNK	0.7	0.377997862	9.25E-05
17	DNK	0.7	0.380051628	4.79E-05
18	DNK	0.7	0.379067321	5.58E-05
19	DNK	0.7	0.378898742	5.75E-05
20	DNK	0.7	0.378531918	5.31E-05
21	DNK	0.7	0.378357534	5.47E-05
22	DNK	0.7	0.379042764	5.56E-05
23	DNK	0.7	0.379784635	6.39E-05
24	DNK	0.7	0.379815985	5.91E-05
25	DNK	0.7	0.380165172	6.29E-05
26	DNK	0.7	0.382893207	3.99E-05
27	DNK	0.7	0.383696376	2.86E-05
28	DNK	0.7	0.384501906	4.07E-05
29	DNK	0.7	0.383741512	2.95E-05
30	DNK	0.7	0.383584077	2.71E-05
31	DNK	0.7	0.384036092	2.96E-05
32	DNK	0.7	0.384191004	2.13E-05
33	DNK	0.7	0.382533193	1.19E-05
34	DNK	0.7	0.38153791	2.44E-06
35	DNK	0.7	0.381572224	4.38E-32
1	DNK	0.8	0.421038288	2.63E-24
2	DNK	0.8	0.420455728	2.97E-06
3	DNK	0.8	0.420106772	6.45E-06
4	DNK	0.8	0.41657477	8.03E-05
5	DNK	0.8	0.416654365	8.98E-05
6	DNK	0.8	0.412854482	9.67E-05
7	DNK	0.8	0.413320666	1.04E-04
8	DNK	0.8	0.413404596	1.08E-04
9	DNK	0.8	0.413361108	1.04E-04
10	DNK	0.8	0.413878663	9.58E-05
11	DNK	0.8	0.412417304	1.03E-04
12	DNK	0.8	0.412079665	1.54E-04
13	DNK	0.8	0.412042951	1.55E-04
14	DNK	0.8	0.412184662	1.57E-04
15	DNK	0.8	0.411724943	1.56E-04
16	DNK	0.8	0.411277094	1.38E-04
17	DNK	0.8	0.41154743	7.24E-05
18	DNK	0.8	0.409546326	8.78E-05
19	DNK	0.8	0.408095021	9.11E-05
20	DNK	0.8	0.407201096	8.38E-05
21	DNK	0.8	0.406194613	7.67E-05
22	DNK	0.8	0.40597411	8.23E-05
23	DNK	0.8	0.406132496	9.81E-05
24	DNK	0.8	0.404916697	8.28E-05
25	DNK	0.8	0.404648221	7.64E-05
26	DNK	0.8	0.406324085	6.15E-05
27	DNK	0.8	0.406439917	4.23E-05
28	DNK	0.8	0.406972036	5.85E-05
29	DNK	0.8	0.406063436	4.14E-05
30	DNK	0.8	0.405267205	3.35E-05
31	DNK	0.8	0.405558374	3.65E-05
32	DNK	0.8	0.404583485	3.38E-05
33	DNK	0.8	0.4019221	2.42E-05
34	DNK	0.8	0.400215735	1.31E-05
35	DNK	0.8	0.398770923	4.88E-32
1	DNK	0.9	0.481025149	1.12E-25
2	DNK	0.9	0.480380326	2.17E-06
3	DNK	0.9	0.479771035	5.12E-06
4	DNK	0.9	0.474412899	2.02E-04
5	DNK	0.9	0.473867762	1.97E-04
6	DNK	0.9	0.469296766	2.17E-04
7	DNK	0.9	0.469317244	2.25E-04
8	DNK	0.9	0.467555612	2.03E-04
9	DNK	0.9	0.467312488	2.04E-04
10	DNK	0.9	0.466281629	1.92E-04
11	DNK	0.9	0.463786666	2.49E-04
12	DNK	0.9	0.461413382	4.07E-04
13	DNK	0.9	0.460069185	3.94E-04
14	DNK	0.9	0.460035202	3.94E-04
15	DNK	0.9	0.458751564	3.77E-04
16	DNK	0.9	0.457959858	3.49E-04
17	DNK	0.9	0.456034452	2.63E-04
18	DNK	0.9	0.452991875	2.74E-04
19	DNK	0.9	0.449538598	2.31E-04
20	DNK	0.9	0.44796829	2.14E-04
21	DNK	0.9	0.445374789	1.89E-04
22	DNK	0.9	0.44428248	1.88E-04
23	DNK	0.9	0.443615558	2.05E-04
24	DNK	0.9	0.440387879	1.62E-04
25	DNK	0.9	0.439308132	1.47E-04
26	DNK	0.9	0.439634069	1.41E-04
27	DNK	0.9	0.438606352	1.06E-04
28	DNK	0.9	0.438822655	1.30E-04
29	DNK	0.9	0.437681658	1.05E-04
30	DNK	0.9	0.435949366	7.42E-05
31	DNK	0.9	0.436124288	7.86E-05
32	DNK	0.9	0.433669665	7.77E-05
33	DNK	0.9	0.429410105	7.02E-05
34	DNK	0.9	0.426779799	6.05E-05
35	DNK	0.9	0.422789075	2.75E-32
1	DNK	1	0.560073319	2.22E-27
2	DNK	1	0.560220995	5.18E-08
3	DNK	1	0.560322511	7.59E-08
4	DNK	1	0.553130816	5.37E-04
5	DNK	1	0.553189639	5.30E-04
6	DNK	1	0.547414616	6.16E-04
7	DNK	1	0.547239534	6.24E-04
8	DNK	1	0.543649407	5.73E-04
9	DNK	1	0.543493139	5.66E-04
10	DNK	1	0.540308309	5.39E-04
11	DNK	1	0.536820237	7.47E-04
12	DNK	1	0.533212143	0.001157719
13	DNK	1	0.530781978	0.001144162
14	DNK	1	0.530938232	0.001157406
15	DNK	1	0.528777163	0.001084409
16	DNK	1	0.528419341	0.001073865
17	DNK	1	0.524323888	0.00101367
18	DNK	1	0.519771627	9.68E-04
19	DNK	1	0.513015509	7.00E-04
20	DNK	1	0.51129653	6.97E-04
21	DNK	1	0.505032435	5.73E-04
22	DNK	1	0.503288223	5.69E-04
23	DNK	1	0.501526647	5.66E-04
24	DNK	1	0.494709019	4.38E-04
25	DNK	1	0.492112204	4.07E-04
26	DNK	1	0.490486907	4.11E-04
27	DNK	1	0.487185316	3.21E-04
28	DNK	1	0.487440811	3.71E-04
29	DNK	1	0.485830288	3.53E-04
30	DNK	1	0.482261389	2.54E-04
31	DNK	1	0.482302121	2.61E-04
32	DNK	1	0.478026187	2.19E-04
33	DNK	1	0.471166375	2.25E-04
34	DNK	1	0.467352409	2.23E-04
35	DNK	1	0.459386491	4.67E-32
1	ESP	0	0.152081395	3.27E-08
2	ESP	0	0.156356526	2.96E-05
3	ESP	0	0.156814384	3.50E-05
4	ESP	0	0.157494796	3.93E-05
5	ESP	0	0.161721679	9.06E-05
6	ESP	0	0.164343768	1.10E-04
7	ESP	0	0.172870257	2.21E-04
8	ESP	0	0.175489361	2.77E-04
9	ESP	0	0.178963286	4.11E-04
10	ESP	0	0.184022818	3.81E-04
11	ESP	0	0.19040962	3.97E-04
12	ESP	0	0.197468526	4.17E-04
13	ESP	0	0.200171979	3.88E-04
14	ESP	0	0.201564534	3.96E-04
15	ESP	0	0.204443481	3.39E-04
16	ESP	0	0.208794181	2.29E-04
17	ESP	0	0.211275702	2.69E-04
18	ESP	0	0.216816338	3.26E-04
19	ESP	0	0.217914702	3.20E-04
20	ESP	0	0.218702849	3.19E-04
21	ESP	0	0.223809484	3.85E-04
22	ESP	0	0.230089709	2.95E-04
23	ESP	0	0.233688583	4.25E-04
24	ESP	0	0.236943218	2.95E-04
25	ESP	0	0.241772973	2.84E-04
26	ESP	0	0.240995699	2.70E-04
27	ESP	0	0.245839452	7.78E-05
28	ESP	0	0.248431074	7.74E-05
29	ESP	0	0.249682763	8.31E-05
30	ESP	0	0.253139245	9.15E-05
31	ESP	0	0.255994948	3.50E-05
32	ESP	0	0.257649366	4.22E-05
33	ESP	0	0.261701127	2.17E-05
34	ESP	0	0.265034106	1.46E-09
35	ESP	0	0.263314303	1.44E-32
1	ESP	0.1	0.163861822	2.76E-10
2	ESP	0.1	0.16810646	3.00E-05
3	ESP	0.1	0.168411933	3.64E-05
4	ESP	0.1	0.169056219	4.02E-05
5	ESP	0.1	0.173287606	8.96E-05
6	ESP	0.1	0.175589215	1.07E-04
7	ESP	0.1	0.183604424	2.08E-04
8	ESP	0.1	0.186090509	2.63E-04
9	ESP	0.1	0.18950112	3.86E-04
10	ESP	0.1	0.194389863	3.59E-04
11	ESP	0.1	0.20060504	3.79E-04
12	ESP	0.1	0.207334512	4.02E-04
13	ESP	0.1	0.209877462	3.78E-04
14	ESP	0.1	0.211110693	3.84E-04
15	ESP	0.1	0.2139633	3.31E-04
16	ESP	0.1	0.218167766	2.19E-04
17	ESP	0.1	0.220672909	2.56E-04
18	ESP	0.1	0.225912849	3.08E-04
19	ESP	0.1	0.22692462	3.00E-04
20	ESP	0.1	0.227575044	3.07E-04
21	ESP	0.1	0.232752411	3.66E-04
22	ESP	0.1	0.23870951	2.87E-04
23	ESP	0.1	0.24239491	4.07E-04
24	ESP	0.1	0.245471172	2.94E-04
25	ESP	0.1	0.249960674	2.75E-04
26	ESP	0.1	0.249048204	2.63E-04
27	ESP	0.1	0.253701833	7.46E-05
28	ESP	0.1	0.256223084	7.47E-05
29	ESP	0.1	0.257311257	8.10E-05
30	ESP	0.1	0.260732677	8.95E-05
31	ESP	0.1	0.263582575	3.62E-05
32	ESP	0.1	0.265236577	4.18E-05
33	ESP	0.1	0.269325614	2.14E-05
34	ESP	0.1	0.272735092	1.56E-09
35	ESP	0.1	0.272541091	1.04E-32
1	ESP	0.2	0.17905044	3.33E-12
2	ESP	0.2	0.183231379	3.10E-05
3	ESP	0.2	0.183423256	3.73E-05
4	ESP	0.2	0.184064675	4.09E-05
5	ESP	0.2	0.188205528	8.58E-05
6	ESP	0.2	0.190270784	1.03E-04
7	ESP	0.2	0.197729662	1.95E-04
8	ESP	0.2	0.200081804	2.50E-04
9	ESP	0.2	0.203412981	3.59E-04
10	ESP	0.2	0.208071937	3.32E-04
11	ESP	0.2	0.214027981	3.56E-04
12	ESP	0.2	0.220275556	3.78E-04
13	ESP	0.2	0.222750728	3.54E-04
14	ESP	0.2	0.223822583	3.67E-04
15	ESP	0.2	0.226628807	3.17E-04
16	ESP	0.2	0.230593067	2.04E-04
17	ESP	0.2	0.233086205	2.40E-04
18	ESP	0.2	0.238118706	2.90E-04
19	ESP	0.2	0.23909869	2.81E-04
20	ESP	0.2	0.239662656	2.86E-04
21	ESP	0.2	0.244805826	3.44E-04
22	ESP	0.2	0.25043588	2.68E-04
23	ESP	0.2	0.254102745	3.84E-04
24	ESP	0.2	0.25701148	2.80E-04
25	ESP	0.2	0.261151242	2.59E-04
26	ESP	0.2	0.260065634	2.48E-04
27	ESP	0.2	0.264428218	7.13E-05
28	ESP	0.2	0.266768899	7.14E-05
29	ESP	0.2	0.267715443	7.71E-05
30	ESP	0.2	0.271064165	8.59E-05
31	ESP	0.2	0.273888208	3.69E-05
32	ESP	0.2	0.275498605	4.05E-05
33	ESP	0.2	0.279552116	2.12E-05
34	ESP	0.2	0.282991372	1.59E-09
35	ESP	0.2	0.282942657	1.81E-32
1	ESP	0.3	0.198652627	1.60E-14
2	ESP	0.3	0.202711022	3.20E-05
3	ESP	0.3	0.202760847	3.80E-05
4	ESP	0.3	0.203400464	4.13E-05
5	ESP	0.3	0.20737313	7.93E-05
6	ESP	0.3	0.209137491	9.58E-05
7	ESP	0.3	0.215873861	1.77E-04
8	ESP	0.3	0.218025611	2.32E-04
9	ESP	0.3	0.221002069	3.30E-04
10	ESP	0.3	0.225305606	3.06E-04
11	ESP	0.3	0.230772855	3.32E-04
12	ESP	0.3	0.236325334	3.53E-04
13	ESP	0.3	0.238727501	3.31E-04
14	ESP	0.3	0.239791197	3.39E-04
15	ESP	0.3	0.242397029	3.02E-04
16	ESP	0.3	0.245798952	1.87E-04
17	ESP	0.3	0.248265759	2.25E-04
18	ESP	0.3	0.253013588	2.78E-04
