Level	Country	Bending	Reuse	Variance of Reuse
34	GRC	0	0.250172626	1.59E-04
35	GRC	0	0.25705492	3.96E-32
1	GRC	0.1	0.156578788	2.15E-13
2	GRC	0.1	0.155180417	8.78E-05
3	GRC	0.1	0.162475872	3.04E-04
4	GRC	0.1	0.164930548	3.12E-04
5	GRC	0.1	0.171996833	5.50E-04
6	GRC	0.1	0.179290803	4.34E-04
7	GRC	0.1	0.178958665	4.45E-04
8	GRC	0.1	0.179892259	4.53E-04
9	GRC	0.1	0.188389952	3.09E-04
10	GRC	0.1	0.198360946	7.20E-04
11	GRC	0.1	0.201254329	8.87E-04
12	GRC	0.1	0.204570905	7.60E-04
13	GRC	0.1	0.20885734	7.67E-04
14	GRC	0.1	0.210209418	8.21E-04
15	GRC	0.1	0.213842297	8.22E-04
16	GRC	0.1	0.217684012	7.58E-04
17	GRC	0.1	0.224281414	8.00E-04
18	GRC	0.1	0.225405759	7.62E-04
19	GRC	0.1	0.229233779	7.15E-04
20	GRC	0.1	0.228595485	8.46E-04
21	GRC	0.1	0.234083486	6.41E-04
22	GRC	0.1	0.234826538	6.28E-04
23	GRC	0.1	0.236115693	5.76E-04
24	GRC	0.1	0.236418672	5.42E-04
25	GRC	0.1	0.237852594	5.52E-04
26	GRC	0.1	0.244174873	3.22E-04
27	GRC	0.1	0.244898184	3.42E-04
28	GRC	0.1	0.246062411	3.45E-04
29	GRC	0.1	0.24702795	4.18E-04
30	GRC	0.1	0.254688451	1.49E-04
31	GRC	0.1	0.254741128	1.41E-04
32	GRC	0.1	0.256679387	1.43E-04
33	GRC	0.1	0.257635929	1.42E-04
34	GRC	0.1	0.257600306	1.33E-04
35	GRC	0.1	0.264059007	3.20E-32
1	GRC	0.2	0.172604366	9.08E-16
2	GRC	0.2	0.170764364	1.05E-04
3	GRC	0.2	0.176747582	2.68E-04
4	GRC	0.2	0.179099358	2.75E-04
5	GRC	0.2	0.185513373	4.75E-04
6	GRC	0.2	0.192733079	3.75E-04
7	GRC	0.2	0.192093979	3.94E-04
8	GRC	0.2	0.192898736	4.09E-04
9	GRC	0.2	0.201206424	2.74E-04
10	GRC	0.2	0.210242149	6.39E-04
11	GRC	0.2	0.213063493	8.01E-04
12	GRC	0.2	0.216227011	6.79E-04
13	GRC	0.2	0.220621104	6.71E-04
14	GRC	0.2	0.221899641	7.17E-04
15	GRC	0.2	0.225355505	7.15E-04
16	GRC	0.2	0.229107838	6.70E-04
17	GRC	0.2	0.235173314	7.20E-04
18	GRC	0.2	0.236281184	6.83E-04
19	GRC	0.2	0.239609471	6.21E-04
20	GRC	0.2	0.238708359	7.58E-04
21	GRC	0.2	0.244152786	5.63E-04
22	GRC	0.2	0.244830865	5.55E-04
23	GRC	0.2	0.246123246	5.03E-04
24	GRC	0.2	0.246326152	4.75E-04
25	GRC	0.2	0.24769528	4.82E-04
26	GRC	0.2	0.253605799	2.80E-04
27	GRC	0.2	0.254249982	3.03E-04
28	GRC	0.2	0.255297215	3.02E-04
29	GRC	0.2	0.25623656	3.78E-04
30	GRC	0.2	0.263550264	1.26E-04
31	GRC	0.2	0.263555909	1.19E-04
32	GRC	0.2	0.265540067	1.21E-04
33	GRC	0.2	0.266472464	1.18E-04
34	GRC	0.2	0.266353621	1.08E-04
35	GRC	0.2	0.272198713	3.39E-32
1	GRC	0.3	0.192861134	1.05E-17
2	GRC	0.3	0.190433478	1.27E-04
3	GRC	0.3	0.194672656	2.36E-04
4	GRC	0.3	0.196828455	2.37E-04
5	GRC	0.3	0.202372068	3.97E-04
6	GRC	0.3	0.209398417	3.21E-04
7	GRC	0.3	0.208340026	3.48E-04
8	GRC	0.3	0.20895223	3.71E-04
9	GRC	0.3	0.216882575	2.44E-04
10	GRC	0.3	0.224808655	5.56E-04
11	GRC	0.3	0.227462297	7.10E-04
12	GRC	0.3	0.230410245	5.98E-04
13	GRC	0.3	0.234896813	5.72E-04
14	GRC	0.3	0.236131857	6.05E-04
15	GRC	0.3	0.239297174	6.02E-04
16	GRC	0.3	0.242836476	5.75E-04
17	GRC	0.3	0.248251961	6.33E-04
18	GRC	0.3	0.249322805	5.97E-04
19	GRC	0.3	0.2519734	5.18E-04
20	GRC	0.3	0.250803046	6.57E-04
21	GRC	0.3	0.256155231	4.75E-04
22	GRC	0.3	0.256730512	4.73E-04
23	GRC	0.3	0.258016111	4.22E-04
24	GRC	0.3	0.258042336	4.01E-04
25	GRC	0.3	0.259271403	4.03E-04
26	GRC	0.3	0.264699684	2.35E-04
27	GRC	0.3	0.26519463	2.62E-04
28	GRC	0.3	0.266080244	2.59E-04
29	GRC	0.3	0.266942996	3.39E-04
30	GRC	0.3	0.273854698	1.06E-04
31	GRC	0.3	0.273769616	9.97E-05
32	GRC	0.3	0.275791473	1.00E-04
33	GRC	0.3	0.276680822	9.57E-05
34	GRC	0.3	0.276453807	8.36E-05
35	GRC	0.3	0.281579989	3.29E-32
1	GRC	0.4	0.217821199	3.62E-19
2	GRC	0.4	0.214630086	1.58E-04
3	GRC	0.4	0.216610249	2.11E-04
4	GRC	0.4	0.218468088	2.03E-04
5	GRC	0.4	0.222888173	3.23E-04
6	GRC	0.4	0.229561769	2.82E-04
7	GRC	0.4	0.227952262	3.17E-04
8	GRC	0.4	0.228304715	3.45E-04
9	GRC	0.4	0.235695354	2.25E-04
10	GRC	0.4	0.242320716	4.73E-04
11	GRC	0.4	0.244814884	6.17E-04
12	GRC	0.4	0.24746183	5.20E-04
13	GRC	0.4	0.252017458	4.74E-04
14	GRC	0.4	0.253141633	4.95E-04
15	GRC	0.4	0.255980403	4.92E-04
16	GRC	0.4	0.259362231	4.91E-04
17	GRC	0.4	0.263976111	5.59E-04
18	GRC	0.4	0.264961579	5.26E-04
19	GRC	0.4	0.266982288	4.21E-04
20	GRC	0.4	0.26527995	5.59E-04
21	GRC	0.4	0.270485424	3.94E-04
22	GRC	0.4	0.27090403	3.98E-04
23	GRC	0.4	0.272149476	3.47E-04
24	GRC	0.4	0.272008306	3.33E-04
25	GRC	0.4	0.273112543	3.35E-04
26	GRC	0.4	0.277965051	2.00E-04
27	GRC	0.4	0.278329636	2.28E-04
28	GRC	0.4	0.27910473	2.22E-04
29	GRC	0.4	0.279911759	3.02E-04
30	GRC	0.4	0.286342402	8.84E-05
31	GRC	0.4	0.286223374	8.38E-05
32	GRC	0.4	0.28826968	8.30E-05
33	GRC	0.4	0.289078137	7.70E-05
34	GRC	0.4	0.288697159	6.24E-05
35	GRC	0.4	0.292947147	2.69E-32
1	GRC	0.5	0.250103079	2.10E-20
2	GRC	0.5	0.245888661	2.00E-04
3	GRC	0.5	0.244806717	2.02E-04
4	GRC	0.5	0.246189608	1.76E-04
5	GRC	0.5	0.249127619	2.62E-04
6	GRC	0.5	0.255187263	2.75E-04
7	GRC	0.5	0.252834593	3.08E-04
8	GRC	0.5	0.252744151	3.41E-04
9	GRC	0.5	0.259383848	2.21E-04
10	GRC	0.5	0.264487813	3.93E-04
11	GRC	0.5	0.266669397	5.26E-04
12	GRC	0.5	0.268883719	4.53E-04
13	GRC	0.5	0.273443239	3.85E-04
14	GRC	0.5	0.274364739	3.92E-04
15	GRC	0.5	0.276636322	3.94E-04
16	GRC	0.5	0.279649865	4.16E-04
17	GRC	0.5	0.283278694	4.94E-04
18	GRC	0.5	0.284123005	4.64E-04
19	GRC	0.5	0.285264545	3.25E-04
20	GRC	0.5	0.282955235	4.53E-04
21	GRC	0.5	0.287927884	3.09E-04
22	GRC	0.5	0.288074093	3.18E-04
23	GRC	0.5	0.289246975	2.68E-04
24	GRC	0.5	0.288816333	2.62E-04
25	GRC	0.5	0.289663146	2.64E-04
26	GRC	0.5	0.293815337	1.66E-04
27	GRC	0.5	0.293939786	1.97E-04
28	GRC	0.5	0.294543077	1.90E-04
29	GRC	0.5	0.295216375	2.71E-04
30	GRC	0.5	0.301073072	7.75E-05
31	GRC	0.5	0.300868327	7.36E-05
32	GRC	0.5	0.302907876	7.20E-05
33	GRC	0.5	0.303595373	6.40E-05
34	GRC	0.5	0.303014404	4.63E-05
35	GRC	0.5	0.306223981	2.33E-32
1	GRC	0.6	0.294516751	1.03E-21
2	GRC	0.6	0.288888717	2.62E-04
3	GRC	0.6	0.283350531	2.29E-04
4	GRC	0.6	0.283944534	1.68E-04
5	GRC	0.6	0.284523455	2.45E-04
6	GRC	0.6	0.289485131	3.53E-04
7	GRC	0.6	0.285883924	3.71E-04
8	GRC	0.6	0.285313787	3.88E-04
9	GRC	0.6	0.290642991	2.56E-04
10	GRC	0.6	0.293848843	3.46E-04
11	GRC	0.6	0.295518568	4.72E-04
12	GRC	0.6	0.297046753	4.31E-04
13	GRC	0.6	0.301509998	3.40E-04
14	GRC	0.6	0.302209403	3.25E-04
15	GRC	0.6	0.303707558	3.38E-04
16	GRC	0.6	0.306185767	3.79E-04
17	GRC	0.6	0.308378445	4.66E-04
18	GRC	0.6	0.308966055	4.39E-04
19	GRC	0.6	0.308937517	2.52E-04
20	GRC	0.6	0.305774493	3.51E-04
21	GRC	0.6	0.310380148	2.37E-04
22	GRC	0.6	0.31017586	2.45E-04
23	GRC	0.6	0.311194825	1.97E-04
24	GRC	0.6	0.310308284	1.98E-04
25	GRC	0.6	0.310748264	2.01E-04
26	GRC	0.6	0.314016081	1.42E-04
27	GRC	0.6	0.313759626	1.78E-04
28	GRC	0.6	0.314139779	1.75E-04
29	GRC	0.6	0.314577545	2.53E-04
30	GRC	0.6	0.319711178	7.84E-05
31	GRC	0.6	0.319384951	7.46E-05
32	GRC	0.6	0.321363712	7.22E-05
33	GRC	0.6	0.32184502	6.19E-05
34	GRC	0.6	0.320969423	3.91E-05
35	GRC	0.6	0.322861158	4.18E-32
1	GRC	0.7	0.357653657	5.26E-23
2	GRC	0.7	0.349788958	3.57E-04
3	GRC	0.7	0.337836526	3.36E-04
4	GRC	0.7	0.336924973	2.11E-04
5	GRC	0.7	0.33374522	3.64E-04
6	GRC	0.7	0.336896232	6.41E-04
7	GRC	0.7	0.331210975	5.74E-04
8	GRC	0.7	0.329893602	5.53E-04
9	GRC	0.7	0.333292701	3.69E-04
10	GRC	0.7	0.334131864	3.56E-04
11	GRC	0.7	0.335091996	4.95E-04
12	GRC	0.7	0.335685529	5.09E-04
13	GRC	0.7	0.339852065	3.94E-04
14	GRC	0.7	0.34005276	3.49E-04
15	GRC	0.7	0.34040955	3.98E-04
16	GRC	0.7	0.341944604	4.45E-04
17	GRC	0.7	0.342109684	5.20E-04
18	GRC	0.7	0.342212064	4.93E-04
19	GRC	0.7	0.340608484	2.40E-04
20	GRC	0.7	0.336161822	2.81E-04
21	GRC	0.7	0.340139201	1.99E-04
22	GRC	0.7	0.339324389	1.95E-04
23	GRC	0.7	0.340023497	1.48E-04
24	GRC	0.7	0.338537137	1.57E-04
25	GRC	0.7	0.338303137	1.67E-04
26	GRC	0.7	0.340406381	1.45E-04
27	GRC	0.7	0.339522606	1.89E-04
28	GRC	0.7	0.339577656	1.95E-04
29	GRC	0.7	0.339604046	2.61E-04
30	GRC	0.7	0.343787493	1.02E-04
31	GRC	0.7	0.343287086	9.66E-05
32	GRC	0.7	0.345103557	9.31E-05
33	GRC	0.7	0.345243669	7.93E-05
34	GRC	0.7	0.343932119	4.80E-05
35	GRC	0.7	0.34413047	3.22E-32
1	GRC	0.8	0.454754596	3.58E-24
2	GRC	0.8	0.444673367	4.75E-04
3	GRC	0.8	0.42182197	6.21E-04
4	GRC	0.8	0.418692398	3.80E-04
5	GRC	0.8	0.407610263	9.34E-04
6	GRC	0.8	0.407449056	0.001581479
7	GRC	0.8	0.398131586	0.001212475
8	GRC	0.8	0.394821563	0.001019655
9	GRC	0.8	0.395398056	7.06E-04
10	GRC	0.8	0.392933011	5.36E-04
11	GRC	0.8	0.392783078	7.47E-04
12	GRC	0.8	0.391430027	8.76E-04
13	GRC	0.8	0.394995838	7.24E-04
14	GRC	0.8	0.394466778	6.28E-04
15	GRC	0.8	0.393126822	7.76E-04
16	GRC	0.8	0.392961417	7.91E-04
17	GRC	0.8	0.390085107	7.77E-04
18	GRC	0.8	0.389312292	7.41E-04
19	GRC	0.8	0.385442871	3.83E-04
20	GRC	0.8	0.378739277	3.06E-04
21	GRC	0.8	0.381720986	2.61E-04
22	GRC	0.8	0.379967898	2.12E-04
23	GRC	0.8	0.380181717	1.68E-04
24	GRC	0.8	0.377918806	1.89E-04
25	GRC	0.8	0.376615968	2.12E-04
26	GRC	0.8	0.377093814	2.12E-04
27	GRC	0.8	0.375135677	2.78E-04
28	GRC	0.8	0.374369305	2.94E-04
29	GRC	0.8	0.373912392	3.32E-04
30	GRC	0.8	0.37673364	1.77E-04
31	GRC	0.8	0.375960167	1.64E-04
32	GRC	0.8	0.377419031	1.58E-04
33	GRC	0.8	0.376974704	1.35E-04
34	GRC	0.8	0.374991494	8.70E-05
35	GRC	0.8	0.372921184	4.34E-32
1	GRC	0.9	0.626025583	2.56E-25
2	GRC	0.9	0.608335891	0.001328763
3	GRC	0.9	0.565051554	0.002234924
4	GRC	0.9	0.556548682	0.001773051
5	GRC	0.9	0.527291788	0.003885255
6	GRC	0.9	0.520837271	0.005647349
7	GRC	0.9	0.500515256	0.003677422
8	GRC	0.9	0.492255047	0.002591519
9	GRC	0.9	0.485755169	0.001595594
10	GRC	0.9	0.480247613	0.001102869
11	GRC	0.9	0.4788505	0.001536797
12	GRC	0.9	0.473033042	0.002011732
13	GRC	0.9	0.476435402	0.001784726
14	GRC	0.9	0.474219741	0.001634066
15	GRC	0.9	0.470242767	0.001934883
16	GRC	0.9	0.468556565	0.001725473
17	GRC	0.9	0.461662033	0.001533972
18	GRC	0.9	0.458957973	0.001493083
19	GRC	0.9	0.451390914	9.08E-04
20	GRC	0.9	0.440372129	5.86E-04
21	GRC	0.9	0.441813453	5.81E-04
22	GRC	0.9	0.438928245	3.93E-04
23	GRC	0.9	0.437895551	3.80E-04
24	GRC	0.9	0.435232902	4.35E-04
25	GRC	0.9	0.432434181	4.78E-04
26	GRC	0.9	0.43061265	4.46E-04
27	GRC	0.9	0.427595444	5.95E-04
28	GRC	0.9	0.42459528	5.64E-04
29	GRC	0.9	0.423668533	5.70E-04
30	GRC	0.9	0.424357713	3.71E-04
31	GRC	0.9	0.423082372	3.37E-04
32	GRC	0.9	0.423785609	3.22E-04
33	GRC	0.9	0.42229512	2.70E-04
34	GRC	0.9	0.419237808	1.88E-04
35	GRC	0.9	0.413838916	4.93E-32
1	GRC	1	1	9.38E-32
2	GRC	1	0.883906888	0.011529999
3	GRC	1	0.775720111	0.011121576
4	GRC	1	0.749492812	0.005265268
5	GRC	1	0.703833321	0.01051253
6	GRC	1	0.686689892	0.01767702
7	GRC	1	0.648961333	0.010647798
8	GRC	1	0.638039087	0.008919397
9	GRC	1	0.616277289	0.004507237
10	GRC	1	0.602967419	0.003333563
11	GRC	1	0.599281357	0.004405732
12	GRC	1	0.587377166	0.005444719
13	GRC	1	0.587731283	0.005240488
14	GRC	1	0.582168726	0.004780616
15	GRC	1	0.576187006	0.005057983
16	GRC	1	0.572852111	0.004077836
17	GRC	1	0.558978115	0.003366143
18	GRC	1	0.554387345	0.003480533
19	GRC	1	0.542057907	0.002155593
20	GRC	1	0.52478842	0.001041422
21	GRC	1	0.522979599	0.001084627
22	GRC	1	0.519284204	6.94E-04
23	GRC	1	0.516268831	7.95E-04
24	GRC	1	0.512385985	9.42E-04
25	GRC	1	0.507424157	0.00108567
26	GRC	1	0.503090895	8.67E-04
27	GRC	1	0.49866172	0.001166742
28	GRC	1	0.493828979	0.001151521
29	GRC	1	0.492337028	0.001122754
30	GRC	1	0.491741729	8.04E-04
31	GRC	1	0.489206023	7.69E-04
32	GRC	1	0.488465906	7.43E-04
33	GRC	1	0.485235554	5.69E-04
34	GRC	1	0.48054347	4.22E-04
35	GRC	1	0.469251522	7.79E-32
1	HUN	0	0.327965448	7.44E-10
2	HUN	0	0.33281041	2.19E-05
3	HUN	0	0.337527589	9.62E-05
4	HUN	0	0.339871973	1.24E-04
5	HUN	0	0.347927615	3.20E-04
6	HUN	0	0.353204541	6.12E-04
7	HUN	0	0.35640632	6.49E-04
8	HUN	0	0.362955786	6.24E-04
9	HUN	0	0.370548217	5.54E-04
10	HUN	0	0.375084896	6.62E-04
11	HUN	0	0.382899023	4.13E-04
12	HUN	0	0.387879954	5.42E-04
13	HUN	0	0.39027261	4.29E-04
14	HUN	0	0.394484939	3.86E-04
15	HUN	0	0.400542449	3.54E-04
16	HUN	0	0.40268068	4.62E-04
17	HUN	0	0.403289704	4.36E-04
18	HUN	0	0.411665697	3.31E-04
19	HUN	0	0.412996708	2.95E-04
20	HUN	0	0.414262448	3.06E-04
21	HUN	0	0.418006981	3.31E-04
22	HUN	0	0.425089642	3.25E-04
23	HUN	0	0.427932193	2.35E-04
24	HUN	0	0.432275642	2.27E-04
25	HUN	0	0.434036928	2.37E-04
26	HUN	0	0.434374902	2.61E-04
27	HUN	0	0.438501714	1.14E-04
28	HUN	0	0.43905085	1.11E-04
29	HUN	0	0.442268683	5.59E-05
30	HUN	0	0.446855891	2.86E-05
31	HUN	0	0.447605851	2.77E-05
32	HUN	0	0.448153064	2.33E-05
33	HUN	0	0.448787749	2.64E-05
34	HUN	0	0.45239741	1.11E-10
35	HUN	0	0.452035724	4.11E-32
1	HUN	0.1	0.346540474	1.90E-12
2	HUN	0.1	0.35090672	2.12E-05
3	HUN	0.1	0.355295613	8.84E-05
4	HUN	0.1	0.357435803	1.14E-04
5	HUN	0.1	0.364925363	2.72E-04
6	HUN	0.1	0.369776619	5.24E-04
7	HUN	0.1	0.372829304	5.57E-04
8	HUN	0.1	0.378976735	5.38E-04
9	HUN	0.1	0.385834582	4.73E-04
10	HUN	0.1	0.390019827	5.67E-04
11	HUN	0.1	0.397060568	3.56E-04
12	HUN	0.1	0.401622653	4.64E-04
13	HUN	0.1	0.40373395	3.65E-04
14	HUN	0.1	0.407621258	3.26E-04
15	HUN	0.1	0.413207668	2.92E-04
16	HUN	0.1	0.415202645	3.84E-04
17	HUN	0.1	0.415760349	3.65E-04
18	HUN	0.1	0.423420173	2.79E-04
19	HUN	0.1	0.424599398	2.46E-04
20	HUN	0.1	0.425764711	2.53E-04
21	HUN	0.1	0.42909847	2.77E-04
22	HUN	0.1	0.435583638	2.81E-04
23	HUN	0.1	0.43818227	1.95E-04
24	HUN	0.1	0.442330049	1.87E-04
25	HUN	0.1	0.443971982	1.95E-04
26	HUN	0.1	0.44419326	2.19E-04
27	HUN	0.1	0.44801939	9.47E-05
28	HUN	0.1	0.448457907	9.07E-05
29	HUN	0.1	0.451482239	4.79E-05
30	HUN	0.1	0.455849472	2.49E-05
31	HUN	0.1	0.456573355	2.37E-05
32	HUN	0.1	0.457056354	1.96E-05
33	HUN	0.1	0.45762841	2.19E-05
34	HUN	0.1	0.460959211	1.15E-10
35	HUN	0.1	0.460932266	4.71E-32
1	HUN	0.2	0.368120045	9.94E-15
2	HUN	0.2	0.37191679	2.09E-05
3	HUN	0.2	0.375919553	7.94E-05
4	HUN	0.2	0.377813672	1.02E-04
5	HUN	0.2	0.384632266	2.22E-04
6	HUN	0.2	0.389015939	4.34E-04
7	HUN	0.2	0.39188499	4.63E-04
8	HUN	0.2	0.397556739	4.48E-04
9	HUN	0.2	0.403580887	3.92E-04
10	HUN	0.2	0.407346926	4.69E-04
11	HUN	0.2	0.413515508	2.98E-04
12	HUN	0.2	0.417598708	3.85E-04
13	HUN	0.2	0.419372078	3.01E-04
14	HUN	0.2	0.422832956	2.66E-04
15	HUN	0.2	0.427866968	2.32E-04
16	HUN	0.2	0.429704625	3.08E-04
17	HUN	0.2	0.430199777	2.96E-04
18	HUN	0.2	0.437094845	2.29E-04
19	HUN	0.2	0.438100191	2.01E-04
20	HUN	0.2	0.439161697	2.04E-04
21	HUN	0.2	0.442021535	2.25E-04
22	HUN	0.2	0.447845678	2.39E-04
23	HUN	0.2	0.450176534	1.58E-04
24	HUN	0.2	0.45410891	1.50E-04
25	HUN	0.2	0.455640429	1.55E-04
26	HUN	0.2	0.455725282	1.79E-04
27	HUN	0.2	0.459211783	7.66E-05
28	HUN	0.2	0.459480211	7.10E-05
29	HUN	0.2	0.462299563	3.98E-05
30	HUN	0.2	0.466403357	2.11E-05
31	HUN	0.2	0.467096656	1.98E-05
32	HUN	0.2	0.467505106	1.58E-05
33	HUN	0.2	0.468003917	1.73E-05
34	HUN	0.2	0.471000691	1.15E-10
35	HUN	0.2	0.470991407	5.48E-32
1	HUN	0.3	0.393410941	3.52E-17
2	HUN	0.3	0.39653175	2.09E-05
3	HUN	0.3	0.40007283	6.95E-05
4	HUN	0.3	0.401665303	8.89E-05
5	HUN	0.3	0.407703377	1.74E-04
6	HUN	0.3	0.411552861	3.44E-04
7	HUN	0.3	0.414177791	3.67E-04
8	HUN	0.3	0.419282345	3.56E-04
9	HUN	0.3	0.424163105	3.09E-04
10	HUN	0.3	0.427436538	3.68E-04
11	HUN	0.3	0.43254857	2.43E-04
12	HUN	0.3	0.436087777	3.11E-04
13	HUN	0.3	0.437433433	2.43E-04
14	HUN	0.3	0.440490014	2.12E-04
15	HUN	0.3	0.444794659	1.80E-04
16	HUN	0.3	0.446342787	2.41E-04
17	HUN	0.3	0.446767793	2.32E-04
18	HUN	0.3	0.452833637	1.82E-04
19	HUN	0.3	0.453513178	1.56E-04
20	HUN	0.3	0.454565235	1.59E-04
21	HUN	0.3	0.456884649	1.77E-04
22	HUN	0.3	0.461950065	2.01E-04
23	HUN	0.3	0.463980089	1.27E-04
24	HUN	0.3	0.46759975	1.18E-04
25	HUN	0.3	0.468947661	1.20E-04
26	HUN	0.3	0.468868104	1.45E-04
27	HUN	0.3	0.471932649	6.11E-05
28	HUN	0.3	0.47191798	5.38E-05
29	HUN	0.3	0.474456622	3.23E-05
30	HUN	0.3	0.478245002	1.76E-05
31	HUN	0.3	0.478850071	1.59E-05
32	HUN	0.3	0.479171631	1.22E-05
33	HUN	0.3	0.479588033	1.29E-05
34	HUN	0.3	0.48218916	1.14E-10
35	HUN	0.3	0.482181471	2.62E-32
1	HUN	0.4	0.421567323	4.61E-19
2	HUN	0.4	0.423957194	2.13E-05
3	HUN	0.4	0.426981649	5.91E-05
4	HUN	0.4	0.428240778	7.49E-05
5	HUN	0.4	0.433409007	1.29E-04
6	HUN	0.4	0.436691144	2.58E-04
7	HUN	0.4	0.439021246	2.74E-04
8	HUN	0.4	0.443456767	2.67E-04
9	HUN	0.4	0.447077941	2.30E-04
10	HUN	0.4	0.449801979	2.71E-04
11	HUN	0.4	0.453896331	1.83E-04
12	HUN	0.4	0.456830378	2.31E-04
13	HUN	0.4	0.457664129	1.83E-04
14	HUN	0.4	0.460183631	1.57E-04
15	HUN	0.4	0.4637659	1.27E-04
16	HUN	0.4	0.465235116	1.71E-04
17	HUN	0.4	0.465577271	1.71E-04
18	HUN	0.4	0.470721627	1.42E-04
19	HUN	0.4	0.471240098	1.23E-04
20	HUN	0.4	0.472046879	1.20E-04
21	HUN	0.4	0.473763152	1.34E-04
22	HUN	0.4	0.477966022	1.64E-04
23	HUN	0.4	0.479655269	9.62E-05
24	HUN	0.4	0.483024694	8.53E-05
25	HUN	0.4	0.484274182	8.52E-05
26	HUN	0.4	0.483989695	1.08E-04
27	HUN	0.4	0.486696971	4.66E-05
28	HUN	0.4	0.486433064	3.73E-05
29	HUN	0.4	0.488761917	2.52E-05
30	HUN	0.4	0.492152563	1.38E-05
31	HUN	0.4	0.49276494	1.22E-05
32	HUN	0.4	0.492980126	8.78E-06
33	HUN	0.4	0.493298982	8.70E-06
34	HUN	0.4	0.495419641	1.12E-10
35	HUN	0.4	0.495412891	5.65E-32
1	HUN	0.5	0.45402128	1.46E-20
2	HUN	0.5	0.455610395	2.17E-05
3	HUN	0.5	0.458048481	4.83E-05
4	HUN	0.5	0.458931427	6.01E-05
5	HUN	0.5	0.463164079	8.75E-05
6	HUN	0.5	0.465827609	1.78E-04
7	HUN	0.5	0.46783569	1.86E-04
8	HUN	0.5	0.471384398	1.84E-04
9	HUN	0.5	0.473631254	1.59E-04
10	HUN	0.5	0.475779172	1.82E-04
11	HUN	0.5	0.478671601	1.31E-04
12	HUN	0.5	0.480902174	1.64E-04
13	HUN	0.5	0.481087961	1.34E-04
14	HUN	0.5	0.482919986	1.15E-04
15	HUN	0.5	0.485498841	8.78E-05
16	HUN	0.5	0.486722041	1.17E-04
17	HUN	0.5	0.487017483	1.21E-04
18	HUN	0.5	0.491171502	1.09E-04
19	HUN	0.5	0.491349827	9.62E-05
20	HUN	0.5	0.491996348	9.10E-05
21	HUN	0.5	0.493025021	9.96E-05
22	HUN	0.5	0.496193302	1.36E-04
23	HUN	0.5	0.497491419	7.66E-05
24	HUN	0.5	0.500499562	6.20E-05
25	HUN	0.5	0.501573647	5.97E-05
26	HUN	0.5	0.50103821	7.86E-05
27	HUN	0.5	0.503308654	3.63E-05
28	HUN	0.5	0.502643305	2.50E-05
29	HUN	0.5	0.504672317	2.00E-05
30	HUN	0.5	0.507581448	1.07E-05
31	HUN	0.5	0.508142876	9.06E-06
32	HUN	0.5	0.508229616	5.96E-06
33	HUN	0.5	0.508437538	5.16E-06
34	HUN	0.5	0.509985187	1.09E-10
35	HUN	0.5	0.50997936	2.68E-32
1	HUN	0.6	0.492590459	4.27E-22
2	HUN	0.6	0.49331903	2.20E-05
3	HUN	0.6	0.495103974	3.76E-05
4	HUN	0.6	0.495566841	4.53E-05
5	HUN	0.6	0.498649141	5.69E-05
6	HUN	0.6	0.50063637	1.12E-04
7	HUN	0.6	0.502119229	1.14E-04
8	HUN	0.6	0.504832058	1.13E-04
9	HUN	0.6	0.505178571	1.03E-04
10	HUN	0.6	0.50661469	1.05E-04
11	HUN	0.6	0.508209131	8.68E-05
12	HUN	0.6	0.509592436	1.01E-04
13	HUN	0.6	0.508924836	9.48E-05
14	HUN	0.6	0.51001744	8.37E-05
15	HUN	0.6	0.511441496	6.13E-05
16	HUN	0.6	0.51247832	7.78E-05
17	HUN	0.6	0.512649243	8.47E-05
18	HUN	0.6	0.515730131	8.62E-05
19	HUN	0.6	0.515400237	8.14E-05
20	HUN	0.6	0.515863801	7.48E-05
21	HUN	0.6	0.51609099	7.67E-05
22	HUN	0.6	0.518129269	1.20E-04
23	HUN	0.6	0.518993574	6.92E-05
24	HUN	0.6	0.521554472	4.93E-05
25	HUN	0.6	0.522422691	4.51E-05
26	HUN	0.6	0.521577898	5.75E-05
27	HUN	0.6	0.52337195	3.11E-05
28	HUN	0.6	0.522115762	1.75E-05
29	HUN	0.6	0.523781363	1.77E-05
30	HUN	0.6	0.526085869	8.41E-06
31	HUN	0.6	0.526582083	6.75E-06
32	HUN	0.6	0.526498528	4.05E-06
33	HUN	0.6	0.526565859	2.66E-06
34	HUN	0.6	0.52740454	1.04E-10
35	HUN	0.6	0.527400055	4.78E-32
1	HUN	0.7	0.537995208	1.32E-23
2	HUN	0.7	0.537757144	2.09E-05
3	HUN	0.7	0.53894948	2.75E-05
4	HUN	0.7	0.538892324	3.12E-05
5	HUN	0.7	0.540834084	3.49E-05
6	HUN	0.7	0.542166915	6.10E-05
7	HUN	0.7	0.542951391	5.76E-05
8	HUN	0.7	0.544670608	5.65E-05
9	HUN	0.7	0.542756289	7.02E-05
10	HUN	0.7	0.543398152	5.76E-05
11	HUN	0.7	0.543619101	6.04E-05
12	HUN	0.7	0.544149577	6.08E-05
13	HUN	0.7	0.54235302	7.87E-05
14	HUN	0.7	0.542485625	7.52E-05
15	HUN	0.7	0.542426675	5.85E-05
16	HUN	0.7	0.543223306	6.43E-05
17	HUN	0.7	0.543357096	7.11E-05
18	HUN	0.7	0.545357878	8.10E-05
19	HUN	0.7	0.544253121	8.47E-05
