Sectors	AUS Max	AUS Min	AUS Exports	AUT Max	AUT Min	AUT Exports	BEL Max	BEL Min	BEL Exports	BGR Max	BGR Min	BGR Exports	BRA Max	BRA Min	BRA Exports	CAN Max	CAN Min	CAN Exports	CHN Max	CHN Min	CHN Exports	CYP Max	CYP Min	CYP Exports	CZE Max	CZE Min	CZE Exports	DEU Max	DEU Min	DEU Exports	DNK Max	DNK Min	DNK Exports	ESP Max	ESP Min	ESP Exports	EST Max	EST Min	EST Exports	FIN Max	FIN Min	FIN Exports	FRA Max	FRA Min	FRA Exports	GBR Max	GBR Min	GBR Exports	GRC Max	GRC Min	GRC Exports	HUN Max	HUN Min	HUN Exports	IDN Max	IDN Min	IDN Exports	IND Max	IND Min	IND Exports	IRL Max	IRL Min	IRL Exports	ITA Max	ITA Min	ITA Exports	JPN Max	JPN Min	JPN Exports	KOR Max	KOR Min	KOR Exports	LTU Max	LTU Min	LTU Exports	LUX Max	LUX Min	LUX Exports	LVA Max	LVA Min	LVA Exports	MEX Max	MEX Min	MEX Exports	MLT Max	MLT Min	MLT Exports	NLD Max	NLD Min	NLD Exports	POL Max	POL Min	POL Exports	PRT Max	PRT Min	PRT Exports	ROU Max	ROU Min	ROU Exports	RUS Max	RUS Min	RUS Exports	RoW Max	RoW Min	RoW Exports	SVK Max	SVK Min	SVK Exports	SVN Max	SVN Min	SVN Exports	SWE Max	SWE Min	SWE Exports	TUR Max	TUR Min	TUR Exports	TWN Max	TWN Min	TWN Exports	USA Max	USA Min	USA Exports
25	173732.09581600004	0.0	326818.230258	124306.44343200001	17121.735099000012	212266.7921389999	243623.12866000013	84757.62863500009	371397.63218600024	17891.655604	47.42299799999455	23898.362875000003	187490.61281800005	5.820766091346741E-11	294453.447153	289542.03417999996	14.589855999918655	518169.6416499999	1434967.9350830002	0.0	2086189.164112999	4057.8320909999993	339.5853210000005	4868.039617999997	111987.56088100001	37428.00492499997	164829.45118300003	791780.5266040002	49934.848733000224	1602979.1313	90687.402498	15035.207801000011	159117.51981000009	277455.927134	7418.838629000005	386533.80631300004	6707.00351	895.5116559999988	11484.274585000001	71284.39490099999	3071.728615999993	104298.30734999997	456852.12675899995	14015.938559999806	691459.8872880003	390396.0026449999	46.982913999818265	701475.3540340002	30897.33533900001	4291.210419000025	42560.67722000001	76831.32774799998	16075.187115000022	114320.01827499997	129152.06989099999	0.0	218789.190224	269358.4327540003	16807.232223000145	338087.950164	128885.20706500001	56978.188878999994	217243.0228069999	410538.93694600003	12423.369319000049	596636.6741680001	589567.8385990001	0.0	895486.5191160003	434975.53967100004	43687.6923210001	612792.9435330001	12367.565758999994	2341.888574999997	20509.330216999995	60963.997951000056	48081.38906800006	90521.897443	6326.142036999996	247.21749199999977	10529.416661999998	203931.34881500003	36217.58016600006	343625.1902160001	3614.2519629999974	66.53868300000067	5513.315561000001	324575.28274999995	100379.16497299989	537108.206449	154875.29656700004	11874.702026000043	226830.70523100003	45464.173857000016	0.0	57468.40432199999	39228.97688999999	345.8043770000004	54125.958309	135462.27074500002	0.0	485518.2353309998	2330319.9804900005	0.0	3197176.0527499993	40898.52365800001	15384.28058400003	62821.763021000006	15292.958144999999	3727.8944080000038	25313.641225999992	142160.63336700003	18572.244781000016	249485.00373899995	113215.02262100003	2841.3494229999487	157020.39594599998	224880.75632500005	87904.15547900007	338208.67786600004	1450559.2422170003	0.0	1841074.8699910003
24	173732.09581600002	0.0	326818.23025799997	124943.67858099997	17121.735099000012	212266.7921389999	243623.12866000005	79905.9650480001	371397.6321860002	17891.655603999996	47.422998000005464	23898.362875000003	190309.37327200003	0.0	294453.447153	289542.03417999996	14.589855999860447	518169.6416500001	1434967.9350829998	0.0	2086189.1641129996	4081.184876999999	339.5853210000005	4868.039617999998	111987.560881	37428.00492499997	164829.45118300006	791780.5266040004	49934.848733000224	1602979.1312999998	90687.40249799998	14821.633440000034	159117.51981000009	277455.927134	7418.838629000005	386533.80631300004	6707.003509999999	834.0357359999998	11484.274585000001	71284.394901	3041.280671000015	104298.30734999999	456852.1267589998	14015.938559999806	691459.8872880004	396941.8907749999	46.982913999818265	701475.3540340002	30897.33533900001	4291.21041900001	42560.67722000001	76831.327748	16004.40359100001	114320.01827499997	129152.06989099999	2.9103830456733704E-11	218789.19022399996	269358.43275400024	16807.232223000145	338087.95016400004	128885.207065	56978.18887899998	217243.0228069999	410538.9369459999	12423.369318999932	596636.674168	589567.8385990001	0.0	895486.519116	434975.53967100004	43687.6923210001	612792.9435330002	12466.252951999993	2341.888574999997	20509.330216999995	61184.77142600004	47653.73771600004	90521.89744299998	6326.142036999996	247.21749199999977	10529.416661999996	204346.33501900002	36217.58016600006	343625.1902160001	3614.251962999998	37.385042000000794	5513.315561	324575.28274999995	100379.16497299989	537108.206449	154875.296567	85.48743899998954	226830.70523100006	45464.17385700001	0.0	57468.40432199998	39228.97689000001	345.80437699998583	54125.958308999994	135462.270745	0.0	485518.2353309999	2330319.98049	9.313225746154785E-10	3197176.052749999	40898.523658000006	15384.28058400003	62821.763021000006	15292.958145000006	3264.1399420000016	25313.641225999996	142160.633367	17502.488159	249485.00373899998	113215.022621	2841.349423000007	157020.39594600003	224880.75632500005	87904.15547900007	338208.67786600004	1450559.2422170003	4.6566128730773926E-10	1841074.8699910005
23	173732.09581600004	0.0	326818.23025800014	124943.67858099996	17108.76734099997	212266.79213899997	243623.12866000007	79905.9650480001	371397.6321860001	17891.655603999996	47.42299799999819	23898.362875000003	190309.37327200006	0.0	294453.4471529999	289542.03418	14.589855999860447	518169.6416500001	1434967.935083	0.0	2086189.164112999	4081.1848769999997	331.83211500000107	4868.039617999999	111987.560881	37127.62031099998	164829.451183	791780.5266040004	48828.169769999804	1602979.1313	90687.40249799995	12112.138298999998	159117.51981000003	277455.927134	7418.838628999947	386533.80631300004	6707.003510000001	680.5365349999993	11484.274585000001	71284.39490100002	1473.7054390000121	104298.30734999997	456852.1267589999	14015.938559999806	691459.8872880004	396941.8907749999	46.98291399993468	701475.354034	30897.335339000012	4291.210419000025	42560.67722000001	76831.32774800001	15799.308786000023	114320.018275	129152.06989099998	0.0	218789.19022399996	269358.43275400007	16807.232223000145	338087.9501640001	128885.207065	55642.98952500001	217243.02280699994	410538.93694600003	12423.369319000049	596636.674168	589567.8385990002	0.0	895486.5191160002	434975.539671	43687.6923210001	612792.9435330002	12466.252951999993	2341.8885749999936	20509.330216999995	61184.77142600005	45728.31448400004	90521.89744300002	6326.142036999998	247.21749200000158	10529.416661999996	204346.33501900002	36217.580166	343625.1902160001	3614.251962999998	7.296207000000322	5513.315561000001	324575.2827499999	91747.52088899986	537108.2064490002	154875.296567	26.751685000024736	226830.70523100006	45464.17385700001	0.0	57468.404321999995	40031.479918	35.318705999990925	54125.958308999994	135462.27074500002	5.820766091346741E-11	485518.2353309998	2330319.98049	0.0	3197176.0527499993	40898.523658	13929.498024000008	62821.763021000006	15292.958145000002	2343.5500020000036	25313.641226000003	142160.63336700003	17502.488159	249485.003739	113215.02262100003	2841.349423000007	157020.39594600003	224880.75632500014	87904.15547900007	338208.6778660002	1450559.2422170003	4.6566128730773926E-10	1841074.8699910007
22	173732.09581600007	0.0	326818.23025799956	124943.67858099997	13233.624771000003	212266.79213899997	243623.12866000002	79223.24117800005	371397.6321860001	17891.655604000003	47.422998000001826	23898.362875000006	190309.37327200006	5.820766091346741E-11	294453.44715300004	289934.505399	14.58985599980224	518169.6416500001	1434967.9350829995	2.3283064365386963E-10	2086189.1641130005	4120.579483999999	331.83211500000107	4868.039617999999	111987.56088100001	36207.909197999965	164829.451183	791780.5266040004	48828.16977000004	1602979.1313000005	90687.402498	12112.138299000027	159117.51981000003	282119.637088	7418.838629000005	386533.806313	6707.003509999999	642.611010999999	11484.274585	71284.394901	1473.7054389999976	104298.30734999999	456852.12675899983	14015.938559999806	691459.8872880001	396941.890775	46.98291399993468	701475.354034	30897.335339000016	4291.21041900001	42560.67722000001	76831.32774800001	14918.854013000004	114320.01827499998	129152.06989099999	2.9103830456733704E-11	218789.190224	269358.43275400007	16807.232223000086	338087.9501640001	128885.20706500002	55642.98952499998	217243.0228069999	410538.936946	12423.369318999932	596636.6741680001	589567.838599	0.0	895486.5191159997	441919.7445759998	43687.6923210001	612792.9435330003	12466.252951999993	2341.888574999997	20509.330216999995	61859.74754700004	45728.314484000046	90521.89744300002	6326.142036999997	233.95769699999983	10529.416661999998	205292.51913099998	36217.580166	343625.1902160001	3614.251962999998	0.197266999999556	5513.315561000001	324575.2827499999	91747.52088899986	537108.2064490002	154875.296567	26.751684999995632	226830.70523100006	45464.173857	0.0	57468.404322	40031.47991800001	35.31870600000548	54125.95830900001	135462.27074500005	5.820766091346741E-11	485518.23533100006	2330319.980489999	0.0	3197176.0527500003	40898.523658000006	12720.570893000018	62821.76302099999	15292.958145000002	2343.550002	25313.641226	142160.63336700006	16423.23588199998	249485.00373900007	113215.02262100001	2841.349423000036	157020.395946	224880.7563250001	41868.632752000034	338208.677866	1450559.2422170003	4.6566128730773926E-10	1841074.8699910007
21	173732.0958160001	5.820766091346741E-11	326818.2302579996	124943.67858099997	13233.624771000032	212266.792139	243623.12866000007	79223.24117800005	371397.63218600006	17893.008738999997	47.42299799999819	23898.362875000006	190309.37327200006	0.0	294453.4471530001	289934.50539899996	14.58985600003507	518169.64165000024	1434967.9350830002	0.0	2086189.1641130003	4287.121724999999	116.22315600000184	4868.039618	111987.56088099997	36207.90919799995	164829.45118300003	791780.5266040002	48828.16977000004	1602979.1312999998	90687.402498	12112.138299000013	159117.51981000003	282119.637088	7418.838628999947	386533.80631300004	6707.003509999999	533.9359199999963	11484.274585	71284.39490099999	0.0	104298.30735	456852.1267589997	14015.93855999969	691459.8872880001	396941.8907749999	46.982914000051096	701475.3540340001	30897.335339000012	4291.21041900001	42560.67722	76831.32774800001	14918.85401299999	114320.01827500001	129152.069891	0.0	218789.19022400002	269358.43275400007	16807.232223000145	338087.95016400004	128885.20706500001	55478.10289599997	217243.02280699986	410538.9369459999	12423.369318999932	596636.674168	589567.8385990001	0.0	895486.5191159998	441919.7445759999	43687.69232099998	612792.9435330001	12466.252951999995	2341.888574999997	20509.330217	61859.74754700003	45682.973815000034	90521.89744300004	6416.13501	233.957696999998	10529.416661999998	205292.51913099998	36217.580166	343625.1902160001	3614.251962999998	0.197266999999556	5513.315561000001	324575.2827499999	80580.08179099992	537108.2064490002	154875.29656699998	26.751685000024736	226830.70523100006	45464.17385700003	1.4551915228366852E-11	57468.404322	40031.479918	35.31870600000548	54125.95830900001	138111.300882	5.820766091346741E-11	485518.23533100006	2330319.9804899995	4.6566128730773926E-10	3197176.0527500003	40898.52365800001	12720.570893000004	62821.763020999984	15603.389110000006	2343.550002	25313.641226	142160.63336700006	16423.235882000008	249485.00373900007	113215.022621	2841.349423000007	157020.39594600003	225017.57006599996	41868.632752000005	338208.6778660001	1450559.2422170006	4.6566128730773926E-10	1841074.8699910007
20	173732.0958160001	0.0	326818.23025799956	124943.67858099999	13228.803199000016	212266.792139	243623.12866000002	79223.24117800005	371397.63218600006	17893.008739000008	47.42299799999091	23898.362875000006	190309.37327200003	0.0	294453.44715300016	289934.50539899996	14.589855999976862	518169.64165000024	1434967.9350830005	0.0	2086189.1641130007	4287.121725	116.22315600000002	4868.039618000001	111987.56088099998	33104.88087499997	164829.45118300003	791780.5266039999	0.0	1602979.131300001	90687.40249800002	11160.794861000002	159117.51981000003	282119.63708799996	7418.838628999947	386533.8063129999	6707.00351	533.9359199999999	11484.274585000001	71284.394901	1.4551915228366852E-11	104298.30734999997	456852.1267589998	14015.938559999922	691459.8872880001	396941.89077499986	46.98291399993468	701475.3540340002	30897.335339000005	4291.210418999995	42560.67722	76831.32774800003	14445.084336000044	114320.01827500001	129152.06989100004	0.0	218789.19022400002	269358.43275400007	16807.232223000145	338087.95016400004	128885.20706500001	55060.45363	217243.02280699994	423402.2334329999	0.0	596636.674168	589567.838599	0.0	895486.5191159996	441919.74457599997	43687.69232099992	612792.9435330001	12488.966917999993	2341.888574999997	20509.330217	61859.74754700003	45682.973815000034	90521.89744300004	6416.135009999999	233.95769700000346	10529.416662	205294.07268699992	36217.58016600006	343625.190216	3668.7249549999974	0.1972670000004655	5513.315561000002	324575.2827499999	80580.08179099998	537108.2064489999	154875.296567	26.751684999995632	226830.70523100006	45464.173857000016	1.4551915228366852E-11	57468.404322	40031.479918000005	0.0	54125.958309000016	138111.300882	0.0	485518.2353310005	2356155.012313	0.0	3197176.05275	40898.523658000006	12720.570892999996	62821.763020999984	15603.389110000004	1379.1551000000072	25313.641226000003	142160.63336700006	16423.235882000008	249485.003739	113215.02262099998	2841.349423000007	157020.395946	225017.57006599993	37811.710741000046	338208.67786600004	1450559.242217	9.313225746154785E-10	1841074.8699910005
19	173732.0958160001	0.0	326818.2302579998	128072.175459	13228.803199000045	212266.792139	243623.12866000005	79223.24117800005	371397.632186	17893.008739000008	47.42299799999819	23898.362875000006	190309.37327200006	0.0	294453.44715300016	289934.50539899996	14.589855999976862	518169.64165000024	1434967.9350829998	2.3283064365386963E-10	2086189.1641130005	4287.121725000001	116.22315600000002	4868.039618000002	111987.56088100001	30179.08244900001	164829.45118300006	813030.003451	0.0	1602979.1313000007	90687.40249799998	10646.304833000002	159117.51981000006	282119.6370879999	7418.838628999947	386533.8063129999	6707.003509999999	444.2809380000017	11484.274585000003	71284.394901	1.4551915228366852E-11	104298.30734999997	456852.12675899983	14015.938559999922	691459.8872880002	396941.8907749999	46.982914000051096	701475.3540340003	30897.335339000005	4291.21041900001	42560.677220000005	76831.32774800001	14445.084336000029	114320.018275	131276.895501	0.0	218789.19022400002	269358.43275399983	16807.232223000086	338087.95016400004	128885.207065	55060.453629999975	217243.02280699994	423402.2334329999	1.1641532182693481E-10	596636.6741679999	589567.8385989999	0.0	895486.5191159996	441919.74457600014	10723.367285000044	612792.943533	12644.172122999995	2341.888574999997	20509.330217000002	61859.747547000035	45154.921568000034	90521.89744300004	6416.13501	233.95769700000346	10529.416662000001	205294.07268699995	36217.58016600006	343625.190216	3668.7249549999997	0.197266999999556	5513.315561000002	324575.28275	80580.08179099992	537108.2064489998	154875.296567	26.751684999995632	226830.705231	45464.173857	0.0	57468.404322	40031.479918000005	0.0	54125.95830900001	138111.300882	0.0	485518.23533100047	2356155.012313	0.0	3197176.05275	40898.52365800001	12720.570893000004	62821.76302099999	15603.389110000006	163.40714000000662	25313.641226000007	142160.63336700003	16423.23588199998	249485.003739	113215.02262099998	2841.349423000007	157020.395946	225017.57006599993	37811.71074099996	338208.677866	1450559.242217	4.6566128730773926E-10	1841074.8699910005
18	173732.0958160001	0.0	326818.2302579998	128072.175459	13228.803199000045	212266.79213899997	243623.1286600001	79223.24117800011	371397.63218600006	17893.00873900001	47.422998000005464	23898.36287500001	190309.37327200006	0.0	294453.4471530001	289934.505399	14.589855999976862	518169.6416500001	1434967.9350829998	2.3283064365386963E-10	2086189.1641130007	4287.121725000001	116.2231559999982	4868.0396180000025	111987.56088100003	30179.082449000023	164829.45118300006	813030.003451	0.0	1602979.1313000007	93878.07708500001	10646.304833000002	159117.51981000003	282119.637088	7418.838629000005	386533.80631300004	6707.003509999998	444.2809379999999	11484.274585000001	71284.394901	1.4551915228366852E-11	104298.30734999996	456852.126759	14015.938559999922	691459.8872880002	396941.8907749999	2.3283064365386963E-10	701475.3540340002	41313.038693999995	0.0	42560.67722	76831.32774800001	13011.497904000003	114320.01827500002	131276.895501	5.820766091346741E-11	218789.19022399993	269358.43275400007	16807.232223000028	338087.950164	128885.20706500001	54793.33530999998	217243.022807	423402.2334329999	1.1641532182693481E-10	596636.6741680001	589567.8385989999	0.0	895486.5191159999	441919.74457600026	10723.36728500016	612792.943533	12644.172122999995	2341.8885749999936	20509.330217000002	61859.74754699999	41104.58486799999	90521.89744300004	6416.135010000001	233.95769700000164	10529.416662000003	223181.6264949999	36217.580166	343625.1902160001	3706.5985409999994	0.197266999999556	5513.315561000002	324575.28275	80580.08179099998	537108.2064489999	154875.296567	26.751685000024736	226830.705231	45464.173856999994	0.0	57468.404322	40031.479918	1.4551915228366852E-11	54125.958308999994	138111.300882	5.820766091346741E-11	485518.2353310003	2356155.0123129995	4.6566128730773926E-10	3197176.05275	40898.523658	12720.570892999996	62821.76302099999	15603.389110000007	163.40714000000662	25313.641226000007	142160.63336700003	16423.235882000037	249485.003739	113215.02262100003	2841.349423000007	157020.39594599998	225017.57006600004	35078.872245000035	338208.677866	1450559.2422169999	4.6566128730773926E-10	1841074.8699910005
17	173732.09581600007	5.820766091346741E-11	326818.23025799985	128072.175459	13228.803198999987	212266.79213899997	243623.12866000007	79223.24117800005	371397.6321860002	17893.008739000004	47.42299799999819	23898.36287500001	197675.46053599997	0.0	294453.44715300016	289934.50539899996	0.0	518169.6416500003	1434967.9350829998	2.3283064365386963E-10	2086189.164113	4287.121724999998	0.0	4868.039618000001	111987.56088100001	24138.63974	164829.45118300003	813030.003451	0.0	1602979.1313000005	93878.07708500001	10646.304833000002	159117.51981000009	282119.637088	7418.8386290000635	386533.80631300004	6707.003509999997	444.2809380000017	11484.274585	71284.39490099999	2.9103830456733704E-11	104298.30734999997	456852.126759	14015.938560000039	691459.8872880001	396941.89077499986	1.1641532182693481E-10	701475.354034	41313.038693999995	1.4551915228366852E-11	42560.67721999999	76831.32774799998	13011.49790399996	114320.01827500001	131276.895501	0.0	218789.19022399996	269358.43275399995	0.0	338087.95016400015	128885.20706500004	54793.335310000024	217243.022807	423402.233433	0.0	596636.6741680001	589567.8385990001	0.0	895486.5191160002	443065.35235400026	10723.367285000044	612792.943533	12644.172122999993	2341.888575000001	20509.330217000002	62935.890982	41104.584868	90521.89744300002	6416.135010000002	233.95769700000346	10529.416662	223181.62649499992	36217.580166	343625.1902160001	3706.598541	0.1972669999986465	5513.315561000001	324575.28275	80580.08179099998	537108.206449	154875.29656700004	0.0	226830.705231	45464.173857000016	0.0	57468.404322	40031.479918000005	0.0	54125.958308999994	138111.30088199995	0.0	485518.23533100035	2356155.0123129995	4.6566128730773926E-10	3197176.05275	40898.523658000006	12720.570893000004	62821.763021000006	15603.38911	163.40714000001026	25313.641226000007	142160.63336699997	15791.838569999993	249485.003739	113215.02262100003	2841.349422999978	157020.39594599995	225198.72192299998	31813.96563499997	338208.6778659999	1450559.242217	4.6566128730773926E-10	1841074.8699910005
16	173732.0958160001	1.1641532182693481E-10	326818.23025799985	128072.17545900005	13228.803199000016	212266.792139	243623.12866000002	79223.24117799994	371397.6321860001	17893.008739000004	20.56637899999987	23898.362875000006	197675.46053600003	0.0	294453.4471530001	289934.505399	0.0	518169.6416500002	1434967.9350829998	0.0	2086189.164113	4287.121724999999	0.0	4868.039618000001	111987.56088099994	1538.2669699999678	164829.451183	813030.003451	0.0	1602979.1313	94044.58488600004	5396.6195660000085	159117.51981000009	282119.6370880001	5926.630348000152	386533.80631300004	6707.003509999999	444.2809379999999	11484.274585	71284.39490100002	2.9103830456733704E-11	104298.30734999996	456852.12675900006	14015.938560000039	691459.887288	396941.89077499986	0.0	701475.354034	41355.215651	0.0	42560.67721999999	76831.32774799998	13011.497903999974	114320.01827500001	131276.895501	2.9103830456733704E-11	218789.19022399996	269358.432754	0.0	338087.95016400015	128885.20706500002	54037.74120000002	217243.022807	423402.23343300016	0.0	596636.6741680001	589567.8385990001	0.0	895486.519116	443065.3523540005	10723.367285000044	612792.943533	12644.172122999993	2181.2066489999997	20509.330217000002	62935.89098199998	41104.58486799998	90521.89744300002	6416.135010000004	233.95769700000164	10529.416661999998	223181.62649500003	36217.580166	343625.19021599996	3706.5985410000003	0.1972670000004655	5513.315561000002	324575.28275	80580.08179100003	537108.2064490002	154875.29656700007	0.0	226830.705231	45464.17385700003	0.0	57468.40432200001	40031.47991799999	0.0	54125.95830899998	138111.300882	0.0	485518.2353310001	2356155.012313	0.0	3197176.0527500007	40898.52365799999	12505.981842999994	62821.763021	15603.389109999996	163.40713999999934	25313.641225999996	142160.63336699997	15791.838569999993	249485.00373899995	113215.02262100004	2841.349423000007	157020.39594599995	225198.72192299995	20271.58293299994	338208.6778659999	1450559.242217	4.6566128730773926E-10	1841074.8699910003
15	173732.09581600004	5.820766091346741E-11	326818.230258	128072.175459	13228.803198999958	212266.792139	243623.12866000005	79223.241178	371397.63218599994	17893.008739	20.566378999996232	23898.36287500001	197675.46053599997	0.0	294453.44715300004	289934.50539899996	0.0	518169.64165000006	1434967.9350829998	0.0	2086189.1641130005	4287.121725000001	1.8189894035458565E-12	4868.039618000002	111987.56088099995	1538.2669699999678	164829.45118300006	813030.0034510003	0.0	1602979.1313	94044.58488600001	5396.619565999979	159117.51981	282119.637088	5926.630348000035	386533.806313	6707.003509999997	444.2809379999999	11484.274585000001	71284.394901	2.9103830456733704E-11	104298.30734999997	456852.1267590002	14015.938560000155	691459.8872880001	416884.9693729999	0.0	701475.3540340001	41355.21565100002	1.4551915228366852E-11	42560.67722	76831.327748	13011.497903999989	114320.018275	146102.20119700005	2.9103830456733704E-11	218789.19022399987	269358.4327540001	0.0	338087.95016400004	130174.74306099999	37376.05202599999	217243.0228069999	423402.2334330001	0.0	596636.6741680002	589567.8385990002	0.0	895486.5191159999	443065.35235400026	10723.367285000044	612792.9435329997	12644.172122999993	2181.2066490000034	20509.330217000002	62935.89098199997	41104.58486799996	90521.89744299998	6416.135010000004	233.95769699999983	10529.416662	223181.62649499997	36217.580166	343625.19021599996	3706.5985410000003	0.1972670000004655	5513.315561000001	324575.28275000013	80580.08179100015	537108.2064490002	154875.29656700007	2.9103830456733704E-11	226830.70523099994	45464.17385700001	0.0	57468.40432200002	42365.512687	0.0	54125.958308999994	138111.300882	0.0	485518.23533100006	2356155.012313	0.0	3197176.0527499993	40898.523658000006	12042.526400999996	62821.763021000006	15603.389109999996	163.40713999999934	25313.641225999996	142160.63336700003	3905.639524999977	249485.00373899992	113215.02262100003	2841.349423000007	157020.39594600003	225198.72192300006	11699.002928000002	338208.677866	1450559.2422170003	4.6566128730773926E-10	1841074.869991
14	173732.09581600004	0.0	326818.230258	128072.17545900002	13043.68231199999	212266.79213900003	243623.12866000005	79223.241178	371397.63218599994	17893.008738999997	0.0	23898.362875000006	197675.46053599997	0.0	294453.44715300004	289934.505399	0.0	518169.64165	1470879.0437940003	0.0	2086189.164113	4539.362027000003	1.8189894035458565E-12	4868.039618	111987.56088099997	1538.266969999997	164829.45118300006	813030.0034510002	0.0	1602979.1313	94044.58488600003	5396.619566000038	159117.51981000006	282119.63708799996	5926.630348000035	386533.8063129999	6707.00351	444.2809379999999	11484.274585000003	71284.394901	0.0	104298.30734999997	456852.1267590001	14015.938559999922	691459.887288	416884.96937300015	0.0	701475.3540340001	41355.215651000006	0.0	42560.67721999999	76831.32774800001	13011.497904000003	114320.018275	146102.20119700002	0.0	218789.1902239999	269358.4327539999	0.0	338087.95016400004	131443.20309	37376.05202599999	217243.02280699997	423402.2334330001	1.1641532182693481E-10	596636.6741680001	589567.8385990002	0.0	895486.5191159999	443065.35235400003	0.0	612792.9435329998	12648.037519999994	2181.206648999996	20509.330217000002	62935.890982	41104.584868	90521.897443	6416.135010000003	233.95769700000164	10529.416662000003	224458.66532299994	36217.580166	343625.19021599996	3706.5985410000003	0.1972669999986465	5513.315561	324575.2827500001	80491.81286600011	537108.2064490002	154875.296567	0.0	226830.70523099994	45464.17385700001	1.4551915228366852E-11	57468.404322000024	42365.512686999995	0.0	54125.958308999994	138111.30088199998	0.0	485518.2353309998	2356155.012313	0.0	3197176.052750001	40898.52365799999	12042.526400999996	62821.763021000006	15603.389109999996	163.40713999999934	25313.641225999985	142160.63336700006	3905.639524999977	249485.00373900004	113215.02262100001	2841.349422999978	157020.39594599998	225198.721923	11699.00292800006	338208.677866	1450559.242217	4.6566128730773926E-10	1841074.8699910003
13	173732.09581600004	0.0	326818.2302579999	128072.17545900005	11579.284706000006	212266.79213900003	243623.12866000005	79223.24117799994	371397.632186	17893.008738999997	0.0	23898.36287500001	197675.46053599994	5.820766091346741E-11	294453.447153	289934.5053990001	0.0	518169.64165	1470879.0437940003	0.0	2086189.1641130007	4541.098948000003	0.0	4868.039618000002	111987.56088099997	1538.266969999997	164829.45118300003	813030.0034510002	0.0	1602979.1313000002	94044.58488600001	5396.619566000038	159117.51981000006	282119.63708799996	5926.630348000035	386533.806313	6707.003510000002	444.28093799999806	11484.274585000003	71284.39490099999	0.0	104298.30734999997	456852.1267590002	14015.938559999922	691459.8872879999	416884.96937299997	1.1641532182693481E-10	701475.3540340001	41355.215651000006	2.9103830456733704E-11	42560.67721999999	76831.32774799998	12410.816120999982	114320.01827499997	147639.81921400002	2.9103830456733704E-11	218789.19022399987	269748.9818619999	0.0	338087.950164	131443.20308999997	37376.05202599999	217243.022807	423402.23343300004	0.0	596636.674168	589567.8385990004	0.0	895486.5191159998	443065.3523540001	0.0	612792.9435329997	12648.03751999999	2181.206648999996	20509.330217000002	62935.890981999975	41104.58486799998	90521.89744300004	6416.135010000001	182.105966000001	10529.416662000001	224458.66532300005	36217.580166	343625.190216	3706.5985409999985	0.197266999999556	5513.315561	324575.28274999995	80491.81286600011	537108.2064490003	154875.29656700004	2.9103830456733704E-11	226830.70523099988	45464.173857000016	0.0	57468.404322000024	42365.512687	0.0	54125.95830899999	138111.30088199998	0.0	485518.23533099977	2356155.0123130004	0.0	3197176.052750001	40898.523658	11398.073187999995	62821.76302099999	15603.389109999995	163.4071399999957	25313.641225999992	142160.63336700003	3905.639524999977	249485.003739	113215.02262100003	2841.349422999978	157020.395946	225198.721923	11699.00292800006	338208.6778660002	1450559.242217	4.6566128730773926E-10	1841074.8699910007
12	173732.09581600007	0.0	326818.23025799997	128072.17545900002	11579.284706000006	212266.79213900003	243623.12866	79223.24117799994	371397.63218600006	17893.00873899999	0.0	23898.362875000006	197675.46053599997	0.0	294453.4471530001	289934.5053990001	0.0	518169.6416499999	1470879.0437940005	0.0	2086189.1641130007	4541.098948000001	0.0	4868.039618000001	111987.560881	1538.2669699999678	164829.45118300003	813030.0034510001	0.0	1602979.1313000005	94044.58488599998	5396.619566000038	159117.51981	282119.63708799996	5926.630348000035	386533.80631300004	6707.00351	432.82191500000044	11484.274585000003	71284.39490100002	1.4551915228366852E-11	104298.30734999997	460075.3955600001	14015.938560000039	691459.8872879999	416884.9693730001	0.0	701475.3540340002	42560.67722	1.4551915228366852E-11	42560.677220000005	76831.32774799998	12410.816120999996	114320.01827499998	147639.81921400002	0.0	218789.19022399996	269748.9818619999	0.0	338087.95016400004	131443.20309	37376.05202599999	217243.02280699997	423402.23343300004	0.0	596636.6741679999	589567.8385990002	0.0	895486.5191159998	443065.352354	1.1641532182693481E-10	612792.9435330001	12802.860934999993	2127.3762199999983	20509.330217000002	62935.89098199998	41104.58486799999	90521.89744300004	6416.13501	182.105966000001	10529.416662000001	224458.665323	36217.58016600006	343625.19021599996	3706.5985409999994	0.1972669999986465	5513.315561000001	324575.28275	61350.67508100008	537108.2064490002	154875.296567	2.9103830456733704E-11	226830.70523099994	45464.173857000016	0.0	57468.40432200001	42365.512687	0.0	54125.958308999994	138111.30088199995	0.0	485518.235331	2356155.0123130004	0.0	3197176.0527500007	40898.52365800001	7987.073470999996	62821.76302099998	15603.389109999998	163.4071399999957	25313.641225999992	142160.63336700006	3905.639524999977	249485.00373899998	113215.02262100001	2841.3494229999487	157020.39594600003	225198.72192300006	11699.00292800006	338208.67786600016	1450559.2422170006	4.6566128730773926E-10	1841074.8699910007
